,cascade00::Probabilities::Post,cascade00::Probabilities::3rdStair,cascade00::Probabilities::2ndStair,cascade00::Probabilities::1stStair,cascade00::Probabilities::Pre,cascade00::FrameCount,cascade00::SpaceStep,cascade00::TimeStep,cascade00::PointCount,cascade00::RegionLength::Post,cascade00::RegionLength::3rdStair,cascade00::RegionLength::2ndStair,cascade00::RegionLength::1stStair,cascade00::RegionLength::Pre,cascade01::Probabilities::Post,cascade01::Probabilities::3rdStair,cascade01::Probabilities::2ndStair,cascade01::Probabilities::1stStair,cascade01::Probabilities::Pre,cascade01::FrameCount,cascade01::SpaceStep,cascade01::TimeStep,cascade01::PointCount,cascade01::RegionLength::Post,cascade01::RegionLength::3rdStair,cascade01::RegionLength::2ndStair,cascade01::RegionLength::1stStair,cascade01::RegionLength::Pre
0,1.4419046284444725e-138,8.061104895138618e-87,2.6121529670474945e-47,1.3106851940877035e-19,1.0,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004,1.4419046284444725e-138,8.061104895138618e-87,2.6121529670474945e-47,1.3106851940877035e-19,1.0,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004
1,1.3815727153479213e-137,2.084304656275401e-86,5.222070869036339e-47,1.9469991139896844e-19,0.9999999999999997,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004,3.603571970736446e-138,2.2250003430156974e-86,5.345649848868991e-47,1.9473603979289182e-19,0.9999999999999997,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004
2,1.3219107372565652e-135,5.539077345933623e-86,1.035056513887291e-46,2.893728007304214e-19,0.9999999999999999,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004,9.076459956765822e-138,6.253265939334799e-86,1.0940112028959023e-46,2.886812329501927e-19,0.9999999999999999,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004
3,9.616179962204372e-134,1.4895243119125588e-85,2.0437639176840917e-46,4.295996853837374e-19,1.0000000000000002,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004,2.3041069636261187e-137,1.7916118204279874e-85,2.2393681736344e-46,4.271630344783797e-19,1.0000000000000002,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004
4,3.962726723297369e-132,4.314323359977133e-85,4.040102508992337e-46,6.363531440788301e-19,1.0,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004,5.82894143312594e-137,5.236736402718609e-85,4.583340614134045e-46,6.30893967526626e-19,1.0,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004
5,1.1353216613247125e-130,1.3270990452752874e-84,8.008607101837713e-46,9.40142809734773e-19,1.0,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004,1.278868752962469e-136,1.5625890921180573e-84,9.376952660120596e-46,9.300128948459854e-19,1.0,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004
6,2.4857441620190826e-129,3.125635717272973e-84,1.59051538254183e-45,1.3853457875473725e-18,0.9999999999999996,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004,1.0065827204023866e-135,4.762286372172283e-84,1.9170730525856815e-45,1.368280874430214e-18,0.9999999999999996,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004
7,4.3989311755267256e-128,4.7532248090303425e-84,3.16075784302691e-45,2.036415872798871e-18,1.0000000000000004,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004,2.3033174011406587e-134,1.4827805096886972e-83,3.915653359994263e-45,2.009150481663442e-18,1.0000000000000004,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004
8,6.531411849958189e-127,5.689219152543869e-83,6.288241465818468e-45,2.9866126727620255e-18,1.0,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004,4.716037372003293e-133,4.7154343148275036e-83,7.988158199720035e-45,2.944358646397308e-18,1.0,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004
9,8.353159614011985e-126,3.223789269544089e-82,1.2570574529508352e-44,4.370507104499775e-18,1.0000000000000002,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004,8.724229898636516e-132,1.530253754448971e-82,1.6272731288487115e-44,4.306276567669748e-18,1.0000000000000002,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004
