,tunnelSteppingTest50::Probabilities::PostRegion,tunnelSteppingTest50::Probabilities::IntraRegion,tunnelSteppingTest50::Probabilities::PreRegion,tunnelSteppingTest50::FrameCount,tunnelSteppingTest50::SpaceStep,tunnelSteppingTest50::TimeStep,tunnelSteppingTest50::PointCount,tunnelSteppingTest50::RegionLength::PostRegion,tunnelSteppingTest50::RegionLength::IntraRegion,tunnelSteppingTest50::RegionLength::PreRegion,tunnelSteppingTest51::Probabilities::PostRegion,tunnelSteppingTest51::Probabilities::IntraRegion,tunnelSteppingTest51::Probabilities::PreRegion,tunnelSteppingTest51::FrameCount,tunnelSteppingTest51::SpaceStep,tunnelSteppingTest51::TimeStep,tunnelSteppingTest51::PointCount,tunnelSteppingTest51::RegionLength::PostRegion,tunnelSteppingTest51::RegionLength::IntraRegion,tunnelSteppingTest51::RegionLength::PreRegion,tunnelSteppingTest52::Probabilities::PostRegion,tunnelSteppingTest52::Probabilities::IntraRegion,tunnelSteppingTest52::Probabilities::PreRegion,tunnelSteppingTest52::FrameCount,tunnelSteppingTest52::SpaceStep,tunnelSteppingTest52::TimeStep,tunnelSteppingTest52::PointCount,tunnelSteppingTest52::RegionLength::PostRegion,tunnelSteppingTest52::RegionLength::IntraRegion,tunnelSteppingTest52::RegionLength::PreRegion
0,2.970873627606767e-128,1.3680667930180621e-09,0.9999999986319331,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,2.970873627606767e-128,1.3680667930180621e-09,0.9999999986319331,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,2.970873627606767e-128,1.3680667930180621e-09,0.9999999986319331,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
1,1.1781301291230522e-91,2.2889397087691895e-09,0.9999999977110606,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,5.844880933444385e-90,2.2889397087691895e-09,0.9999999977110606,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,5.8743276650780646e-89,2.269596627691753e-09,0.9999999977304033,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
2,1.5663087570077447e-89,3.782874602976812e-09,0.9999999962171252,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,6.400504528217962e-88,3.782874602976812e-09,0.9999999962171252,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,6.665330215586887e-87,3.897833321151225e-09,0.9999999961021667,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
3,1.0462302493114373e-87,6.234454525579279e-09,0.9999999937655456,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,3.509455515240173e-86,6.234454525579279e-09,0.9999999937655456,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,3.7791454658696333e-85,6.662133589721642e-09,0.9999999933378664,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
4,4.6803222549517596e-86,1.0230721785430105e-08,0.9999999897692785,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,1.2853988102355352e-84,1.0230721785430105e-08,0.9999999897692785,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,1.4274840807728066e-83,1.1187950324859088e-08,0.9999999888120495,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
5,1.5768776700919153e-84,1.669191502417687e-08,0.9999999833080848,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,3.5394301996428045e-83,1.669191502417687e-08,0.9999999833080848,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,4.040124186598109e-82,1.845539411338004e-08,0.999999981544606,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
6,4.267121258551094e-83,2.7047899897188887e-08,0.9999999729521003,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,7.819588894325685e-82,2.7047899897188887e-08,0.9999999729521003,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,9.138397242318727e-81,2.9982726723433274e-08,0.9999999700172731,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
7,9.663816588500486e-82,4.3513278968034446e-08,0.9999999564867209,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,1.4451118474107028e-80,4.3513278968034446e-08,0.9999999564867209,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,1.721568750569436e-79,4.8107267007301494e-08,0.9999999518927328,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
8,1.8839233712677886e-80,6.945895295935411e-08,0.9999999305410471,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,2.2985792539450225e-79,6.945895295935411e-08,0.9999999305410471,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,2.7787325908480916e-78,7.63563582588573e-08,0.9999999236436419,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
9,3.227448517210006e-79,1.0997748786511048e-07,0.9999998900225121,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,3.2126401566467075e-78,1.0997748786511048e-07,0.9999998900225121,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,3.923575298270967e-77,1.200101600157374e-07,0.99999987998984,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
10,4.936395201280066e-78,1.7268529843888026e-07,0.9999998273147017,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,4.007466463512662e-77,1.7268529843888026e-07,0.9999998273147017,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,4.9245416258755354e-76,1.868937536741969e-07,0.9999998131062464,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
11,6.824325224041455e-77,2.688101109890346e-07,0.9999997311898892,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,4.5143035137276655e-76,2.688101109890346e-07,0.9999997311898892,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,5.562927966432949e-75,2.8843840146421395e-07,0.999999711561599,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
12,8.613194586616795e-76,4.1477305391743484e-07,0.999999585226946,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,4.635049639612179e-75,4.1477305391743484e-07,0.999999585226946,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,5.713570491469036e-74,4.4122027478989403e-07,0.9999995587797251,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
13,1.000782108560789e-74,6.34356364558247e-07,0.9999993656436352,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,4.370440302771429e-74,6.34356364558247e-07,0.9999993656436352,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,5.380796582050293e-73,6.690470294482056e-07,0.9999993309529704,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
14,1.0780553187449439e-73,9.616896797219736e-07,0.9999990383103202,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,3.8087392757564164e-73,9.616896797219736e-07,0.9999990383103202,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,4.679736046828299e-72,1.0058089782627017e-06,0.999998994191022,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
15,1.0830111960723401e-72,1.4451422410203196e-06,0.9999985548577592,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,3.0856221370236897e-72,1.4451422410203196e-06,0.9999985548577592,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,3.781220211333654e-71,1.499149132305318e-06,0.9999985008508675,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
16,1.0198996151228425e-71,2.1527924386959657e-06,0.9999978472075612,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,2.338317404200982e-71,2.1527924386959657e-06,0.9999978472075612,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,2.853271840761862e-70,2.2156079133446973e-06,0.9999977843920865,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
17,9.043941520585743e-71,3.179432045245932e-06,0.9999968205679548,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,1.6702281487646103e-70,3.179432045245932e-06,0.9999968205679548,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,2.0197704822109738e-69,3.247132485672702e-06,0.9999967528675143,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
18,7.580454631560001e-70,4.655358085024888e-06,0.9999953446419148,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,1.1363047245641646e-69,4.655358085024888e-06,0.9999953446419148,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,1.3463172319206768e-68,4.719152933739318e-06,0.9999952808470662,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
19,6.026846006551025e-69,6.758838978180313e-06,0.9999932411610218,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,7.472176284180009e-69,6.758838978180313e-06,0.9999932411610218,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,8.478891689759727e-68,6.802064798467586e-06,0.9999931979352014,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
20,4.559278256880109e-68,9.731206408241694e-06,0.9999902687935918,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,4.834878408594182e-68,9.731206408241694e-06,0.9999902687935918,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,5.059592389608127e-67,9.724926302047167e-06,0.999990275073698,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
21,3.2908888421652157e-67,1.3895812212628237e-05,0.9999861041877874,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,3.126196132204885e-67,1.3895812212628237e-05,0.9999861041877874,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,2.867345763915708e-66,1.3792526848232075e-05,0.9999862074731517,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
22,2.2721365562483214e-66,1.968265660255818e-05,0.9999803173433973,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,2.0306312248625582e-66,1.968265660255818e-05,0.9999803173433973,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,1.5459914462601976e-65,1.9407487985862817e-05,0.9999805925120142,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
23,1.5040146734097488e-65,2.7658446084497373e-05,0.9999723415539157,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,1.3159886307727421e-65,2.7658446084497363e-05,0.9999723415539157,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,7.939329990114461e-65,2.7096977406636993e-05,0.9999729030225935,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
24,9.564472453401108e-65,3.856282948542183e-05,0.9999614371705148,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,8.402680586018759e-65,3.856282948542183e-05,0.9999614371705148,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,3.8842640311130894e-64,3.754461816098578e-05,0.999962455381839,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
25,5.8541190395654285e-64,5.335093619357725e-05,0.9999466490638066,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,5.2280126973629786e-64,5.335093619357724e-05,0.9999466490638066,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,1.8084908949786623e-63,5.162755721244682e-05,0.9999483724427876,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
