,tunnelSteppingTest40::Probabilities::PostRegion,tunnelSteppingTest40::Probabilities::IntraRegion,tunnelSteppingTest40::Probabilities::PreRegion,tunnelSteppingTest40::FrameCount,tunnelSteppingTest40::SpaceStep,tunnelSteppingTest40::TimeStep,tunnelSteppingTest40::PointCount,tunnelSteppingTest40::RegionLength::PostRegion,tunnelSteppingTest40::RegionLength::IntraRegion,tunnelSteppingTest40::RegionLength::PreRegion,tunnelSteppingTest41::Probabilities::PostRegion,tunnelSteppingTest41::Probabilities::IntraRegion,tunnelSteppingTest41::Probabilities::PreRegion,tunnelSteppingTest41::FrameCount,tunnelSteppingTest41::SpaceStep,tunnelSteppingTest41::TimeStep,tunnelSteppingTest41::PointCount,tunnelSteppingTest41::RegionLength::PostRegion,tunnelSteppingTest41::RegionLength::IntraRegion,tunnelSteppingTest41::RegionLength::PreRegion,tunnelSteppingTest42::Probabilities::PostRegion,tunnelSteppingTest42::Probabilities::IntraRegion,tunnelSteppingTest42::Probabilities::PreRegion,tunnelSteppingTest42::FrameCount,tunnelSteppingTest42::SpaceStep,tunnelSteppingTest42::TimeStep,tunnelSteppingTest42::PointCount,tunnelSteppingTest42::RegionLength::PostRegion,tunnelSteppingTest42::RegionLength::IntraRegion,tunnelSteppingTest42::RegionLength::PreRegion
0,3.4245704889377907e-73,0.5240828179698618,0.4759171820301381,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,3.4245704889377907e-73,0.5240828179698618,0.4759171820301381,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,3.4245704889377907e-73,0.5240828179698618,0.4759171820301381,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
1,1.7193250742288805e-62,0.5523642886079717,0.44763571139202846,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,1.7187672019334097e-61,0.5523642885967349,0.44763571140326514,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,3.6045093799278414e-63,0.5518480557088588,0.4481519442911411,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
2,9.274534546044037e-61,0.5803731906108649,0.419626809389135,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,9.775075364485353e-60,0.5803731906173516,0.4196268093826485,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,2.9576925466675743e-61,0.5813508197132233,0.4186491802867768,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
3,2.518888074079943e-59,0.6079642311524753,0.39203576884752483,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,2.7720793190488678e-58,0.6079642312014159,0.3920357687985843,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,1.2248051399297573e-59,0.609503465609253,0.3904965343907471,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
4,4.6273146693629206e-58,0.6349989269904921,0.36500107300950757,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,5.230567966573245e-57,0.6349989271072722,0.3650010728927277,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,3.4174854313525366e-58,0.6341700877261015,0.36582991227389855,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
5,6.526104466487708e-57,0.6613477658869975,0.3386522341130023,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,7.393272137548005e-56,0.6613477661000282,0.3386522338999717,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,7.242480898063878e-57,0.6548635594990714,0.34513644050092857,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
6,7.601668862617453e-56,0.6868921226840772,0.3131078773159231,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,8.356582121382377e-55,0.6868921230246992,0.31310787697530074,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,1.2452303116423872e-55,0.6724484611167959,0.32755153888320426,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
7,7.666098267430552e-55,0.7115258824505776,0.28847411754942237,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,7.873607815213612e-54,0.711525882951011,0.28847411704898906,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,1.8069306196887607e-54,0.6880068749498924,0.3119931250501077,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
8,6.912801248203021e-54,0.7351567341712537,0.2648432658287464,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,6.365021942324643e-53,0.7351567348611378,0.26484326513886214,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,2.267008805525829e-53,0.7022278868091978,0.29777211319080243,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
9,5.713965747496053e-53,0.7577071106139655,0.2422928893860345,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,4.509189792543045e-52,0.7577071115155255,0.24229288848447447,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2,2.5031058701911924e-52,0.7155664417389911,0.2844335582610086,200,0.1,0.0025000000000000005,200,0.35,0.44999999999999996,0.2
