,airy00::Probabilities::Post,airy00::Probabilities::3rdStair,airy00::Probabilities::2ndStair,airy00::Probabilities::1stStair,airy00::Probabilities::Pre,airy00::FrameCount,airy00::SpaceStep,airy00::TimeStep,airy00::PointCount,airy00::RegionLength::Post,airy00::RegionLength::3rdStair,airy00::RegionLength::2ndStair,airy00::RegionLength::1stStair,airy00::RegionLength::Pre,packetStartX,packetStartY,initialWaveNumber,standardDeviation
0,6.968461763289018e-45,1.019781245532733e-30,1.4210267058500436e-18,3.16592890616366e-08,0.9999999683407108,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
1,7.522749118352697e-45,1.1094586349790846e-30,1.5532415440914581e-18,3.435841532421561e-08,0.9999999656415846,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
2,7.823368787178385e-45,1.1810339571846138e-30,1.677076790305778e-18,3.6294264386551035e-08,0.9999999637057357,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
3,8.37354658355511e-45,1.3146326867575942e-30,1.9126001884007266e-18,3.985387919687577e-08,0.9999999601461209,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
4,9.201746586605071e-45,1.5271269825328813e-30,2.30187283715737e-18,4.536477230860922e-08,0.9999999546352276,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
5,1.051048243184343e-44,1.840939159948601e-30,2.9127328796432675e-18,5.317621449187044e-08,0.9999999468237856,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
6,2.332779875018336e-44,2.303460009862087e-30,3.886739849616329e-18,6.409886706942583e-08,0.9999999359011329,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
7,1.5223345140339525e-43,3.0252104965399988e-30,5.510101192350769e-18,7.949153189469843e-08,0.9999999205084681,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
8,1.431865364713302e-42,4.593821692489288e-30,8.374691890581674e-18,1.0143326684935143e-07,0.9999998985667333,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
9,1.1814811701713841e-41,1.0094387475330692e-29,1.3863654902161878e-17,1.3384511139199208e-07,0.9999998661548888,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
10,8.979438684132471e-41,3.343848181029152e-29,2.5172765257752485e-17,1.823306452726645e-07,0.9999998176693548,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
11,6.451826209250156e-40,1.3239097995422934e-28,4.99103035456608e-17,2.5475595333270387e-07,0.9999997452440466,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
12,4.38895791197722e-39,5.691658917049663e-28,1.0487237166139827e-16,3.58423395242356e-07,0.9999996415766046,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
13,2.8791154125519376e-38,2.634752409592777e-27,2.3080158974069914e-16,5.102479128863927e-07,0.999999489752087,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
14,1.8381554455080496e-37,1.235125219984869e-26,5.212787191461527e-16,7.35479184154217e-07,0.9999992645208154,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
15,1.1168336128910531e-36,5.49839085131576e-26,1.1929827452445138e-15,1.0708918778826848e-06,0.9999989291081208,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
16,6.419662886638191e-36,2.2946115922542504e-25,2.7336161887186504e-15,1.57372999553281e-06,0.9999984262700018,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
17,3.476311990181831e-35,8.995466249370866e-25,6.2049317896900464e-15,2.314972717236307e-06,0.9999976850272765,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
18,1.76382066760575e-34,3.2950407519034375e-24,1.3786699288921264e-14,3.3766716113801097e-06,0.9999966233283749,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
19,8.543171037038409e-34,1.1503849355229143e-23,3.0363867901034806e-14,4.951351240126494e-06,0.9999950486487295,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
20,3.9521391947633895e-33,3.8835136907913126e-23,6.624826914866489e-14,7.288182743565253e-06,0.9999927118171901,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
21,1.7600323758744977e-32,1.2673694077548704e-22,1.4373695521532318e-13,1.0806786493268603e-05,0.9999891932133633,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
22,7.396889154823143e-32,3.913817272207561e-22,3.021966984710624e-13,1.5720264935760808e-05,0.9999842797347623,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
23,2.9617692609933283e-31,1.1600194829277317e-21,6.215320064571719e-13,2.2623977571731406e-05,0.9999773760218068,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
24,1.1499275222591543e-30,3.3620549868874603e-21,1.2712849682292586e-12,3.2720520379586954e-05,0.9999672794783492,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
25,4.358372115558501e-30,9.583350856486373e-21,2.5966701068998573e-12,4.7720896850592385e-05,0.9999522791005524,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
26,1.5946880424854863e-29,2.6560892899697625e-20,5.226833576676738e-12,6.920615080522488e-05,0.999930793843968,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
27,5.622618516143188e-29,7.144191777453044e-20,1.0332706615103179e-11,9.938212994081626e-05,0.9999006178597266,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
28,1.9124436737741461e-28,1.8664182466606396e-19,2.0053120974380688e-11,0.0001411791939845977,0.9998588207859623,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
29,6.324754142740751e-28,4.771799941408078e-19,3.845728420950949e-11,0.00019957991285610036,0.9998004200486865,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
30,2.018920626376095e-27,1.1848124609795705e-18,7.225973153711731e-11,0.00027822045569112327,0.9997217794720491,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
31,6.292231110419834e-27,2.8891188225577193e-18,1.3441548546010845e-10,0.00038625678823251395,0.9996137430773523,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
32,1.9222614060079943e-26,6.943994868206503e-18,2.482682662889203e-10,0.0005353822975050079,0.9994646174542268,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
33,5.696316859175571e-26,1.6274432359852195e-17,4.501722517913415e-10,0.0007322042582267536,0.999267795291601,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
34,1.647375494169584e-25,3.7409096542001317e-17,8.055932386238635e-10,0.0009928744684324128,0.9990071247259742,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
35,4.692451765135173e-25,8.509456135376659e-17,1.434847611068355e-09,0.001345726179753592,0.9986542723853988,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
36,1.3031439275116597e-24,1.8956100587651707e-16,2.516137277379558e-09,0.001802816748006101,0.9981971807358564,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
37,3.524545653979423e-24,4.1300063684706337e-16,4.336791649402143e-09,0.0023823293405690706,0.9976176663226388,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
38,9.43885221185548e-24,8.945389034768016e-16,7.465376172885819e-09,0.003154400079612529,0.9968455924550105,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
39,2.501588925606799e-23,1.9247799234573392e-15,1.2821377049042447e-08,0.00417953188814045,0.9958204552904807,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
40,6.429953985135116e-23,4.031135617013074e-15,2.1519141169551036e-08,0.005426709022702569,0.994573269458152,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
41,1.6210892521398704e-22,8.30944580364233e-15,3.568151783817517e-08,0.0069786719107739585,0.9930212924076997,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
42,4.0469111219268587e-22,1.7015794433410786e-14,5.898255852134153e-08,0.008967938033560793,0.9910320029838636,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
43,9.911817244099271e-22,3.429211354534152e-14,9.627140710208618e-08,0.01140415114429859,0.98859575258426,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
44,2.3861400091511617e-21,6.812923396576758e-14,1.5538631863527365e-07,0.014370691649720276,0.9856291529638929,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
45,5.708126462370241e-21,1.3488107083253025e-13,2.5065183184031e-07,0.01813379998553887,0.9818659493624944,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
46,1.3401371583617858e-20,2.6277993398069736e-13,3.989725943745298e-07,0.022621380808344926,0.9773782202187978,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
47,3.08055625384296e-20,5.025380701455855e-13,6.249889665187447e-07,0.027819913543219568,0.9721794614673116,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
48,7.049145877923659e-20,9.590319336415679e-13,9.79367861086487e-07,0.034278024117996284,0.9657209965131835,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
49,1.5960190448173565e-19,1.8151077750729014e-12,1.52552759190121e-06,0.04204019094759334,0.9579582835229999,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
50,3.5371126586213028e-19,3.370121986757854e-12,2.33617006617583e-06,0.05074518654413544,0.9492524772824282,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
51,7.760080156350123e-19,6.207485692783659e-12,3.556265250958747e-06,0.060933361223646995,0.9390630825048942,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
52,1.6884724885192603e-18,1.1362518959848658e-11,5.39005882031614e-06,0.07287431550518497,0.9271202944246323,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
53,3.597553060376252e-18,2.040596879048124e-11,8.029337218545167e-06,0.08565015809531797,0.9143418125470574,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
54,7.576900666732632e-18,3.6292025841314774e-11,1.1864299219961932e-05,0.09978860427280936,0.9001995313916786,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
55,1.5866059372864267e-17,6.428690695242543e-11,1.748669331796009e-05,0.11582909782555009,0.8841534154168451,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
56,3.2907896012393016e-17,1.1298420103529608e-10,2.5606131584818987e-05,0.13333747850722816,0.8666369152482029,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
57,6.726874887958599e-17,1.9601694737217326e-10,3.7058637368007266e-05,0.15134344295172772,0.8486194982148874,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
58,1.361380058454518e-16,3.3720285369261647e-10,5.323886545320054e-05,0.17001007042638067,0.8299366903709631,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
59,2.733589277681753e-16,5.763923420240632e-10,7.607060510208023e-05,0.18926896655541822,0.8106549622630872,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
60,5.438142207600932e-16,9.775180456328238e-10,0.00010793357779518828,0.20836522985303757,0.7915268355916488,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
61,1.070135194696006e-15,1.6420827089941943e-09,0.00015180702071330477,0.2263134619621568,0.7735347293750462,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
62,2.0764686409753183e-15,2.72354891701953e-09,0.0002109589865337862,0.24159006026954521,0.7581989780203704,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
63,3.995669960924074e-15,4.485427476516864e-09,0.00029128188305939303,0.2547793669206888,0.7449293467108202,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
64,7.631457140269428e-15,7.341042419112274e-09,0.00039993235954205675,0.265562624151966,0.7340374361474419,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
65,1.4416399921972087e-14,1.1897497030621044e-08,0.0005441015568933035,0.27261315171108946,0.7268427348345058,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
