,numpy_profile_10::Probabilities::Post,numpy_profile_10::Probabilities::3rdStair,numpy_profile_10::Probabilities::2ndStair,numpy_profile_10::Probabilities::1stStair,numpy_profile_10::Probabilities::Pre,numpy_profile_10::FrameCount,numpy_profile_10::SpaceStep,numpy_profile_10::TimeStep,numpy_profile_10::PointCount,numpy_profile_10::RegionLength::Post,numpy_profile_10::RegionLength::3rdStair,numpy_profile_10::RegionLength::2ndStair,numpy_profile_10::RegionLength::1stStair,numpy_profile_10::RegionLength::Pre,numpy_profile_11::Probabilities::Post,numpy_profile_11::Probabilities::3rdStair,numpy_profile_11::Probabilities::2ndStair,numpy_profile_11::Probabilities::1stStair,numpy_profile_11::Probabilities::Pre,numpy_profile_11::FrameCount,numpy_profile_11::SpaceStep,numpy_profile_11::TimeStep,numpy_profile_11::PointCount,numpy_profile_11::RegionLength::Post,numpy_profile_11::RegionLength::3rdStair,numpy_profile_11::RegionLength::2ndStair,numpy_profile_11::RegionLength::1stStair,numpy_profile_11::RegionLength::Pre,packetStartX,packetStartY,initialWaveNumber,standardDeviation
48,6.238341634189026e-44,1.4604874729356567e-25,2.5812605988193764e-12,0.0004367905232606762,0.9995632094741583,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,4.994923658059574e-44,1.343223404971778e-25,2.5840813557873308e-12,0.00043742358368642676,0.9995625764137296,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
49,1.1603329644822927e-43,1.734486565949004e-25,2.8687382689691368e-12,0.0004591678638496566,0.9995408321332817,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,6.439012025796654e-44,1.595402301633866e-25,2.8720166599158944e-12,0.00045984746532685825,0.9995401525318013,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
50,2.294083477028891e-43,2.0599199364627493e-25,3.18789547107288e-12,0.00048261342294195604,0.99951738657387,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,8.302259847170882e-44,1.8949559233835265e-25,3.1917009946919626e-12,0.00048334251895542144,0.9995166574778529,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
51,4.628878378799446e-43,2.4464340358137236e-25,3.542176558258852e-12,0.0005071735622184952,0.9994928264342398,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,1.0706685648631128e-43,2.250777172818865e-25,3.5465886680730326e-12,0.0005079552657467404,0.9994920447307067,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
52,9.481921905550254e-43,2.9054804207368195e-25,3.935394217070603e-12,0.0005328963920280859,0.9994671036040368,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,1.3809896465779307e-43,2.6734247220491893e-25,3.940503698271629e-12,0.0005337339857425391,0.9994662660103169,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
53,1.976344194700225e-42,3.4506523470678942e-25,4.3717681753543974e-12,0.0005598318357353759,0.999440168159893,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,1.7815478716018968e-43,3.1754340307077447e-25,4.377678693107551e-12,0.0005607287810661473,0.9994392712145562,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
54,4.1821570601265643e-42,4.098083786723418e-25,4.8559677828644975e-12,0.0005880316811822094,0.9994119683139618,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,2.2986423049977044e-43,3.7716860794893213e-25,4.862797593655495e-12,0.0005889916229014726,0.9994110083722356,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
55,8.905904783357158e-42,4.866922427336302e-25,5.393158884808809e-12,0.0006175496267485619,0.9993824503678582,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,2.966246890216943e-43,4.479844555773077e-25,5.40104279969386e-12,0.0006185764019168202,0.9993814235926823,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
56,1.8902958625071922e-41,5.77989060702968e-25,5.989055602442895e-12,0.0006484413441548086,0.9993515586498561,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,3.8282512966720825e-43,5.320874216864925e-25,5.998147217682536e-12,0.000649538992938354,0.9993504610010634,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
57,3.972276975934681e-41,6.8639497324016775e-25,6.649977342536495e-12,0.0006807645368494961,0.9993192354565005,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,4.941355752688858e-43,6.319655229708836e-25,6.660451504963597e-12,0.0006819373081653762,0.9993180626851745,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
58,8.235228387818738e-41,8.151087746842554e-25,7.382911462249737e-12,0.0007145789865179925,0.9992854210060992,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,6.378810505899712e-43,7.505711162489703e-25,7.39496706262805e-12,0.0007158313458872239,0.9992841686467177,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
59,1.6821431593864103e-40,9.679251581334088e-25,8.195582405430542e-12,0.0007499466149674386,0.9992500533768375,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,8.235246236734922e-43,8.914071762590484e-25,8.209445584390901e-12,0.0007512832583135982,0.9992487167334767,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
