,cupy_profile_2_cg0::Probabilities::Post,cupy_profile_2_cg0::Probabilities::3rdStair,cupy_profile_2_cg0::Probabilities::2ndStair,cupy_profile_2_cg0::Probabilities::1stStair,cupy_profile_2_cg0::Probabilities::Pre,cupy_profile_2_cg0::FrameCount,cupy_profile_2_cg0::SpaceStep,cupy_profile_2_cg0::TimeStep,cupy_profile_2_cg0::PointCount,cupy_profile_2_cg0::RegionLength::Post,cupy_profile_2_cg0::RegionLength::3rdStair,cupy_profile_2_cg0::RegionLength::2ndStair,cupy_profile_2_cg0::RegionLength::1stStair,cupy_profile_2_cg0::RegionLength::Pre,cupy_profile_2_cg1::Probabilities::Post,cupy_profile_2_cg1::Probabilities::3rdStair,cupy_profile_2_cg1::Probabilities::2ndStair,cupy_profile_2_cg1::Probabilities::1stStair,cupy_profile_2_cg1::Probabilities::Pre,cupy_profile_2_cg1::FrameCount,cupy_profile_2_cg1::SpaceStep,cupy_profile_2_cg1::TimeStep,cupy_profile_2_cg1::PointCount,cupy_profile_2_cg1::RegionLength::Post,cupy_profile_2_cg1::RegionLength::3rdStair,cupy_profile_2_cg1::RegionLength::2ndStair,cupy_profile_2_cg1::RegionLength::1stStair,cupy_profile_2_cg1::RegionLength::Pre,packetStartX,packetStartY,initialWaveNumber,standardDeviation
49,6.488037256085941e-44,1.5729611258345375e-25,2.400870277024172e-12,0.00045966826703111645,0.999540331730568,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,6.602291999939025e-44,1.5858644115942844e-25,2.8601956979502277e-12,0.0004596682669781324,0.9995403317301618,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
50,8.349252973301361e-44,1.8669992286636914e-25,2.668370728965843e-12,0.0004831525774218997,0.9995168474199098,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,8.498422997697472e-44,1.8825521258272817e-25,3.1781728055471543e-12,0.00048315257736234217,0.9995168474194595,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
51,1.0745841148673655e-43,2.216008028889466e-25,2.9653831016664795e-12,0.000507754107006983,0.9994922458900276,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,1.0940536082597517e-43,2.234745607920989e-25,3.5311211187240186e-12,0.0005077541069400542,0.9994922458895289,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
52,1.3832082287055626e-43,2.6302906480465576e-25,3.295106380952171e-12,0.0005335211272405455,0.9994664788694644,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,1.4086118938860353e-43,2.652815701695203e-25,3.9228348042362255e-12,0.0005335211271653511,0.9994664788689118,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
53,1.7806762148915025e-43,3.122171296316167e-25,3.66106053752697e-12,0.0005605037249200504,0.9994394962714189,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,1.813812916596119e-43,3.1490660777017815e-25,4.357512919023962e-12,0.0005605037248355951,0.999439496270807,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
54,2.2926013827399314e-43,3.7064536938396644e-25,4.0671862776311085e-12,0.0005887538598486052,0.9994112461360841,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,2.3358125076065863e-43,3.7380921472322355e-25,4.839801802910914e-12,0.0005887538597537832,0.9994112461354064,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
55,2.9519863525907293e-43,4.400772836344315e-25,4.5178199966391775e-12,0.0006183254146958226,0.9993816745807863,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,3.008318616100336e-43,4.437206248982702e-25,5.3748417361677775e-12,0.0006183254145894015,0.9993816745800356,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
56,3.801354759323299e-43,5.225167420405052e-25,5.017749843484039e-12,0.0006492742526850109,0.9993507257422976,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,3.8747716239597056e-43,5.266941367841611e-25,5.968318408105223e-12,0.0006492742525656121,0.9993507257414662,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
57,4.895497471660517e-43,6.199475334356657e-25,5.572280440920178e-12,0.0006816582755956789,0.9993183417188319,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,4.991153619966719e-43,6.2516477601843545e-25,6.626519618847898e-12,0.0006816582754617589,0.9993183417179118,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
58,6.3050101708828866e-43,7.337098122881445e-25,6.187281138210031e-12,0.0007155374757441361,0.9992844625180684,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,6.429607751524331e-43,7.42019944695754e-25,7.356397665858373e-12,0.0007155374755939693,0.9992844625170497,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
59,8.120850329557022e-43,8.63726381288016e-25,6.869245282382286e-12,0.0007509739990828776,0.999249025994048,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,8.28310105516532e-43,8.806830839479999e-25,8.165638141357349e-12,0.0007509739989145426,0.9992490259929196,60,0.01,2.5e-05,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,40.840704496667314,0.15
