,"Starting ""Step""",Created knownStepMatrix,Created unknownStepMatrix,"Started ""Compute""",Reshaped Wave Function,Matrix Multiplication,Solved For Independant Terms and Reshaped,"Appended Wave Function and Finished ""Compute""","Computed and Finished ""Step"""
16,88118.485396065,88118.487135107,88118.488500151,88118.488503922,88118.488623141,88118.489635417,88120.714427551,88120.714790585,88120.71479722
17,88120.715391916,88120.717287752,88120.719045581,88120.719049841,88120.719210895,88120.720319412,88122.875448384,88122.875746326,88122.875751983
18,88122.876286267,88122.878055271,88122.879336924,88122.879340347,88122.87945761,88122.88036247,88125.034515833,88125.034996759,88125.035003464
19,88125.035756141,88125.037597011,88125.039037133,88125.039040905,88125.039163965,88125.040014,88127.254452618,88127.254782617,88127.254788833
20,88127.255395263,88127.257710982,88127.25928946,88127.25929379,88127.259466926,88127.260656598,88129.466955452,88129.467317299,88129.467323165
21,88129.468336559,88129.470356991,88129.471798021,88129.471801862,88129.47192583,88129.472850106,88131.72974831,88131.730074118,88131.730080194
22,88131.730811919,88131.73288096,88131.734239368,88131.734243629,88131.734390504,88131.735254019,88133.898538261,88133.898861276,88133.898867073
23,88133.899401077,88133.901767292,88133.90317438,88133.903178291,88133.903329287,88133.904257544,88136.078787242,88136.079149857,88136.079156422
24,88136.079904769,88136.081845582,88136.083267965,88136.083285076,88136.083435653,88136.084330177,88138.243855574,88138.244165738,88138.244171395
25,88138.24475792,88138.246952116,88138.248284264,88138.248287687,88138.248392518,88138.249306877,88140.466609956,88140.466947568,88140.466953644
26,88140.467485972,88140.469266989,88140.470607588,88140.470611359,88140.470790641,88140.47199519,88142.624663034,88142.625019083,88142.625026207
27,88142.625569082,88142.627263286,88142.628790709,88142.628794062,88142.628931299,88142.629834693,88144.799952672,88144.80027862,88144.800285325
28,88144.800846428,88144.80257248,88144.803949116,88144.803953377,88144.804080208,88144.805064199,88147.000094269,88147.000476859,88147.000482166
29,88147.001031047,88147.002672242,88147.004153571,88147.004157901,88147.004291367,88147.005206285,88149.162310013,88149.162669415,88149.162675072
30,88149.163237153,88149.164906005,88149.166214966,88149.166218667,88149.166407448,88149.167378587,88151.326285821,88151.326630696,88151.326637401
31,88151.327210796,88151.328803241,88151.33033304,88151.330336392,88151.330479776,88151.331394763,88153.522870972,88153.523278425,88153.523290857
32,88153.523836804,88153.525738576,88153.527301409,88153.52730525,88153.527559542,88153.528638516,88155.68382846,88155.68421524,88155.68422383
33,88155.684783676,88155.686645149,88155.688404934,88155.688408217,88155.688546851,88155.689350722,88157.823605253,88157.823988541,88157.823995245
34,88157.824557396,88157.826296648,88157.82786835,88157.827873728,88157.828015156,88157.82919987,88160.045033214,88160.045340165,88160.045346451
35,88160.045863275,88160.047577174,88160.049041252,88160.049045093,88160.049157118,88160.050196912,88162.282006884,88162.282340515,88162.282346172
36,88162.282938354,88162.284968703,88162.28638494,88162.286388781,88162.286515962,88162.287675812,88164.43598334,88164.436301605,88164.436307682
37,88164.43689274,88164.438613623,88164.440138603,88164.440141466,88164.440262082,88164.44133058,88166.578971075,88166.579340255,88166.579347309
38,88166.579890323,88166.581542832,88166.58280912,88166.582812472,88166.582944681,88166.584037205,88168.74617326,88168.746490967,88168.746496205
39,88168.747076095,88168.748830782,88168.750336205,88168.750339977,88168.750448719,88168.751347224,88170.895103421,88170.895474067,88170.8954814
40,88170.896077773,88170.897812276,88170.899353737,88170.899357928,88170.899499565,88170.900486978,88173.179616774,88173.18001375,88173.180019966
41,88173.180567311,88173.182347768,88173.183861783,88173.183866043,88173.183988195,88173.185017861,88175.496809801,88175.497137634,88175.497145247
42,88175.497711868,88175.499462503,88175.500864562,88175.500867915,88175.501002778,88175.502195523,88178.218317955,88178.218694329,88178.218700405
43,88178.219445888,88178.221173197,88178.223110169,88178.22311387,88178.223233438,88178.224241873,88180.801866716,88180.80251512,88180.802525596
44,88180.803072661,88180.804836147,88180.80606975,88180.806073591,88180.806208734,88180.807174286,88183.853672178,88183.854013211,88183.854019427
45,88183.854568378,88183.856482861,88183.858384074,88183.858386937,88183.858534651,88183.859999986,88186.116408185,88186.11678784,88186.116794894
46,88186.11735942,88186.119155033,88186.120616038,88186.120619809,88186.120769828,88186.121921926,88188.350294741,88188.35065086,88188.350658124
47,88188.351205747,88188.353220452,88188.355016275,88188.355020465,88188.355203169,88188.35647714,88191.064115491,88191.064481668,88191.064488233
48,88191.065292104,88191.067096028,88191.068605153,88191.068608436,88191.068739039,88191.069996736,88192.910291978,88192.91068623,88192.910693284
49,88192.911209968,88192.912942515,88192.914578681,88192.914582034,88192.914756008,88192.91575676,88194.984876484,88194.985215492,88194.98522073
50,88194.985738252,88194.987548183,88194.989008769,88194.989012959,88194.989136648,88194.990265,88197.123308208,88197.123673547,88197.12368081
51,88197.124190999,88197.12585119,88197.127241237,88197.127244519,88197.127398658,88197.128418408,88199.29265158,88199.292978995,88199.292984791
52,88199.29349959,88199.295203222,88199.296425092,88199.296435009,88199.29655311,88199.297589412,88201.609415084,88201.609781819,88201.609788943
53,88201.610309329,88201.612156624,88201.613825965,88201.613830225,88201.614005806,88201.614921492,88204.634314562,88204.634654618,88204.634660834
54,88204.635209785,88204.637223931,88204.638609158,88204.638612371,88204.638732427,88204.63961445,88207.572634259,88207.573010912,88207.573018036
55,88207.573635012,88207.575356663,88207.576894563,88207.576898405,88207.577050798,88207.578075506,88210.104846498,88210.105211767,88210.105218332
56,88210.105860869,88210.107627987,88210.109051208,88210.10905498,88210.109212681,88210.110125084,88212.566376524,88212.566732644,88212.566738929
57,88212.567408914,88212.569327448,88212.571563898,88212.571585269,88212.571700507,88212.572716764,88214.919631975,88214.920024203,88214.920030279
58,88214.920611077,88214.922451877,88214.923712299,88214.923715651,88214.923837314,88214.924783172,88218.04506352,88218.045417055,88218.045423061
