,"Starting ""Step""",Created knownStepMatrix,Created unknownStepMatrix,"Started ""Compute""",Reshaped Wave Function,Matrix Multiplication,Solved For Independant Terms and Reshaped,"Appended Wave Function and Finished ""Compute""","Computed and Finished ""Step"""
21,87981.229043483,87981.231234537,87981.233066537,87981.233071356,87981.233175908,87981.234125397,87983.358053581,87983.358472418,87983.358478703
22,87983.359231031,87983.362033822,87983.363819239,87983.363823639,87983.363922394,87983.365048441,87985.508053776,87985.508428753,87985.508435388
23,87985.509099925,87985.511340705,87985.512994192,87985.512998592,87985.513132198,87985.514302525,87987.723876295,87987.724381455,87987.724387671
24,87987.725147122,87987.727926726,87987.731334969,87987.731342093,87987.7316378,87987.734352801,87989.744503913,87989.744871277,87989.744885524
25,87989.745621439,87989.747760112,87989.749478411,87989.749482183,87989.749598398,87989.75065202,87991.764383184,87991.764738535,87991.764744681
26,87991.765358933,87991.767508431,87991.769199632,87991.769203962,87991.769383524,87991.770420035,87993.675565761,87993.675927258,87993.675933823
27,87993.676485777,87993.67864177,87993.680436825,87993.680441015,87993.680573504,87993.681545132,87995.574249654,87995.574930465,87995.574938007
28,87995.575579358,87995.577990131,87995.579659123,87995.579663802,87995.579798595,87995.580743964,87997.499542707,87997.499904483,87997.499911607
29,87997.50049932,87997.502614176,87997.504407415,87997.504411256,87997.504555129,87997.505549176,87999.395926175,87999.396304504,87999.39631072
30,87999.396892566,87999.399397974,87999.400696459,87999.400700789,87999.400821893,87999.401849744,88001.362629382,88001.363008129,88001.363014345
31,88001.363616794,88001.365865536,88001.367569937,88001.367573778,88001.367703822,88001.368701083,88003.312009633,88003.312396623,88003.312403746
32,88003.313007033,88003.315504968,88003.316822101,88003.316826361,88003.316977218,88003.31806136,88005.221884786,88005.222262277,88005.22227848
33,88005.222978008,88005.225162636,88005.226796358,88005.226800129,88005.226949449,88005.227947757,88007.117615869,88007.11801089,88007.118018084
34,88007.118783751,88007.121177903,88007.122469613,88007.122473873,88007.122609155,88007.123576873,88009.020603438,88009.020982605,88009.02098896
35,88009.021585403,88009.023931713,88009.025578914,88009.025595746,88009.025705955,88009.026677374,88010.967182505,88010.967583462,88010.967589608
36,88010.968152946,88010.970606392,88010.971920521,88010.971923944,88010.972043093,88010.973127724,88012.906655106,88012.907102717,88012.907107396
37,88012.907716899,88012.909890492,88012.91156116,88012.911564512,88012.911676537,88012.912639157,88014.910157559,88014.910549996,88014.910556073
38,88014.911080509,88014.91374278,88014.915340254,88014.915345003,88014.915492368,88014.916822979,88017.187118023,88017.187508085,88017.187514301
39,88017.188077289,88017.190258914,88017.191951163,88017.191954445,88017.192124718,88017.193198733,88019.387451194,88019.387830361,88019.387837135
40,88019.388424638,88019.390677222,88019.391920253,88019.391924094,88019.392080049,88019.39303729,88021.409604978,88021.409959841,88021.409966057
41,88021.410555515,88021.412615477,88021.414341598,88021.414345858,88021.414459909,88021.415469042,88026.623971827,88026.624448353,88026.624455127
42,88026.625081113,88026.627355347,88026.628949259,88026.628952542,88026.629161646,88026.630708555,88030.502544777,88030.503048191,88030.503054756
43,88030.503726208,88030.505638246,88030.507192978,88030.507197238,88030.507357523,88030.508560884,88032.806121872,88032.806520036,88032.806526252
44,88032.807090637,88032.809642699,88032.810939717,88032.810943488,88032.811101259,88032.812165358,88035.653200458,88035.653642482,88035.653648558
45,88035.654197788,88035.656298118,88035.657991484,88035.657995814,88035.658103439,88035.659242616,88038.4858334,88038.486233799,88038.486240015
46,88038.486816553,88038.488914648,88038.490337799,88038.49034157,88038.490500738,88038.491474113,88040.812785177,88040.813126979,88040.813132636
47,88040.81384697,88040.815864469,88040.817510343,88040.817514114,88040.817644787,88040.818622631,88044.319927306,88044.320376593,88044.320382739
48,88044.320953271,88044.323293644,88044.324879734,88044.324883995,88044.325050984,88044.326185692,88046.982494995,88046.982876117,88046.982882892
49,88046.983720565,88046.98569588,88046.98761127,88046.987617556,88046.987803054,88046.988930218,88049.829394577,88049.829773395,88049.829779541
50,88049.830506866,88049.832546155,88049.833948353,88049.833953033,88049.834111712,88049.835568316,88052.573807802,88052.574211763,88052.574218467
51,88052.574844103,88052.576695939,88052.578247737,88052.578251578,88052.578418219,88052.579470863,88055.685294743,88055.685693815,88055.68570052
52,88055.686308765,88055.6888947,88055.69034914,88055.69035333,88055.690521717,88055.691656075,88058.307861741,88058.308205149,88058.308221283
53,88058.308764646,88058.311035528,88058.312752709,88058.312756481,88058.312864874,88058.313865976,88061.10018739,88061.100603922,88061.100610138
54,88061.101117533,88061.103260955,88061.104490856,88061.104493649,88061.104621668,88061.10571496,88063.612104659,88063.612459172,88063.612464968
55,88063.613016294,88063.61493811,88063.616678339,88063.61668225,88063.616796231,88063.617856977,88066.812787556,88066.813186418,88066.813192145
56,88066.813746264,88066.81587495,88066.817080197,88066.817083968,88066.817220507,88066.818202472,88069.516807164,88069.517311835,88069.517317911
57,88069.517912957,88069.519848881,88069.521430362,88069.521433714,88069.521582336,88069.522574079,88071.957669408,88071.958038448,88071.958044105
58,88071.95858237,88071.96059917,88071.961827115,88071.961830887,88071.961970779,88071.96291461,88074.71509842,88074.715440082,88074.715446158
