,"Starting ""Step""",Created knownStepMatrix,Created unknownStepMatrix,"Started ""Compute""",Reshaped Wave Function,Matrix Multiplication,Solved For Independant Terms and Reshaped,"Appended Wave Function and Finished ""Compute""","Computed and Finished ""Step"""
0,88223.218675673,88223.22043483,88223.221733803,88223.221736178,88223.221862101,88223.223023209,88226.456622192,88226.456967207,88226.456972934
1,88226.457519859,88226.459472405,88226.460796521,88226.460799874,88226.460955899,88226.462265698,88228.993779456,88228.994166305,88228.994172172
2,88228.994727339,88228.996379079,88228.997647602,88228.997651444,88228.997795246,88228.999133959,88231.499752413,88231.500159586,88231.50016664
3,88231.500695966,88231.502665902,88231.503911098,88231.503914381,88231.504057625,88231.505060542,88234.290826022,88234.291242484,88234.291249189
4,88234.29182859,88234.293443595,88234.294700594,88234.294705343,88234.294879177,88234.296307357,88236.915138417,88236.915527502,88236.915534975
5,88236.916082808,88236.9178743,88236.919325597,88236.91932902,88236.919468772,88236.920413581,88239.690043824,88239.690449251,88239.690455956
6,88239.690990938,88239.69271671,88239.693965957,88239.69396924,88239.694127499,88239.695372835,88242.88184287,88242.88223859,88242.882245644
7,88242.882860594,88242.884622963,88242.885888902,88242.885892184,88242.886033473,88242.887118034,88245.361957669,88245.362361141,88245.362366868
8,88245.362970993,88245.364841336,88245.366194087,88245.366198836,88245.366405147,88245.367448362,88248.316180312,88248.316548025,88248.316554521
9,88248.317090411,88248.318850824,88248.320338997,88248.320342769,88248.320542724,88248.321711514,88251.710865086,88251.711174202,88251.711179859
10,88251.711753045,88251.713797851,88251.715050241,88251.715054012,88251.715170228,88251.716292364,88254.801037587,88254.801408862,88254.801415567
11,88254.801973737,88254.803808042,88254.805032984,88254.805036895,88254.805164495,88254.806180542,88257.293408302,88257.293767076,88257.293773711
12,88257.294353252,88257.296020288,88257.297265064,88257.297268417,88257.297425,88257.298424705,88259.648412992,88259.648811296,88259.648817442
13,88259.649442729,88259.652362364,88259.653899495,88259.653902778,88259.654043857,88259.655721509,88262.538037207,88262.538348139,88262.538354006
14,88262.538868525,88262.540666583,88262.54201214,88262.542015982,88262.542135689,88262.543168149,88265.094442873,88265.094765818,88265.094772383
15,88265.095457175,88265.097317321,88265.098637736,88265.098641018,88265.098757164,88265.099966951,88267.66631456,88267.666675289,88267.666681435
16,88267.667231293,88267.669114208,88267.670342083,88267.670345855,88267.670498108,88267.671502073,88270.206253802,88270.206646029,88270.206652245
17,88270.207213488,88270.20909291,88270.21028384,88270.210287681,88270.210423452,88270.211437893,88272.761346666,88272.76170076,88272.761707465
18,88272.762260466,88272.763997553,88272.76531678,88272.765320133,88272.765516176,88272.766529151,88275.347119794,88275.347515723,88275.347522846
19,88275.348082762,88275.349801899,88275.351003584,88275.351006867,88275.351151019,88275.352204222,88277.8947155,88277.895094598,88277.895100814
20,88277.895614145,88277.89739593,88277.899146356,88277.899151105,88277.899374457,88277.900747602,88280.4780099,88280.478359594,88280.478365391
21,88280.47886217,88280.480604704,88280.482053138,88280.482057817,88280.482287734,88280.483482644,88283.124017578,88283.124364828,88283.124371602
