,"Starting ""Step""",Created knownStepMatrix,Created unknownStepMatrix,"Started ""Compute""",Reshaped Wave Function,Matrix Multiplication,Solved For Independant Terms and Reshaped,"Appended Wave Function and Finished ""Compute""","Computed and Finished ""Step"""
22,88283.124931867,88283.126862064,88283.128798407,88283.128802248,88283.128995988,88283.130524599,88285.787083164,88285.787456883,88285.787463658
23,88285.788006532,88285.789898107,88285.791197779,88285.791202109,88285.791362884,88285.792380258,88288.438423974,88288.438801814,88288.438808938
24,88288.439392251,88288.441113902,88288.44242852,88288.442431943,88288.44257826,88288.443917112,88290.955007533,88290.955400947,88290.955407093
25,88290.955989149,88290.957792025,88290.959036942,88290.959040644,88290.959170478,88290.960216557,88293.499485116,88293.499841096,88293.499846823
26,88293.500455767,88293.502213526,88293.503778385,88293.503782645,88293.50395634,88293.505382983,88296.158507674,88296.15881672,88296.158822517
27,88296.159381455,88296.161207868,88296.162425058,88296.162428829,88296.162562715,88296.16376412,88298.671623135,88298.672014664,88298.672022346
28,88298.672621443,88298.675002953,88298.676332796,88298.676336567,88298.676466262,88298.677450812,88301.127074825,88301.127488424,88301.127495408
29,88301.128158967,88301.129757419,88301.130923975,88301.130927327,88301.131051155,88301.131959089,88303.734685292,88303.735036872,88303.735043018
30,88303.735563753,88303.737091177,88303.73829831,88303.738301173,88303.738429331,88303.739504604,88306.121065863,88306.121421494,88306.12142771
31,88306.12209532,88306.123703131,88306.124885959,88306.124889242,88306.125012721,88306.125969613,88308.440493035,88308.440859282,88308.440865498
32,88308.44154994,88308.443921812,88308.445293001,88308.445296772,88308.445430518,88308.446454038,88310.799882207,88310.800232948,88310.800239583
33,88310.800813188,88310.802471703,88310.803713896,88310.803717248,88310.803847781,88310.804987238,88313.058311954,88313.058725832,88313.058732537
34,88313.059523277,88313.061823073,88313.06313818,88313.063141043,88313.063288548,88313.064230773,88315.304147685,88315.304516515,88315.304522801
35,88315.305096894,88315.306818057,88315.308125971,88315.308129812,88315.308265862,88315.309249224,88317.541464414,88317.541820743,88317.541827099
36,88317.542416767,88317.54438391,88317.54570614,88317.545710401,88317.545845822,88317.546844549,88319.827792517,88319.828163443,88319.828170427
37,88319.828732647,88319.8305328,88319.831796574,88319.831799927,88319.831940726,88319.832892729,88322.093857847,88322.094213198,88322.094219344
38,88322.094781145,88322.096545679,88322.097801282,88322.097805053,88322.097941592,88322.098964205,88324.393899588,88324.394247816,88324.394253613
39,88324.394966969,88324.39678989,88324.398168343,88324.398172114,88324.398360196,88324.39933406,88326.718592775,88326.719062247,88326.719068393
40,88326.719795578,88326.721400036,88326.722621067,88326.722624489,88326.722773879,88326.723778333,88328.963114517,88328.963458903,88328.963465538
41,88328.964102209,88328.965769873,88328.966989298,88328.96699272,88328.967118504,88328.968125891,88331.258858729,88331.25917029,88331.259175947
42,88331.259677196,88331.26138041,88331.262575809,88331.262579162,88331.262708018,88331.263780567,88333.515143449,88333.51555593,88333.515563123
43,88333.516178633,88333.518371921,88333.519913522,88333.519917852,88333.520088125,88333.521389403,88335.78561491,88335.786021734,88335.786028928
44,88335.786753738,88335.788629809,88335.789965728,88335.789969499,88335.790118331,88335.791217768,88337.960668207,88337.96107985,88337.961087113
45,88337.961684324,88337.963623321,88337.965008828,88337.965012599,88337.965200471,88337.966380855,88340.10809909,88340.108506542,88340.108513177
46,88340.109070998,88340.110898389,88340.112147845,88340.112151756,88340.112324962,88340.113334444,88342.340065366,88342.340430355,88342.34043706
47,88342.341003541,88342.343426886,88342.345186112,88342.345190861,88342.345474485,88342.346976347,88344.533764197,88344.534157891,88344.534164945
48,88344.534707121,88344.536578861,88344.537808412,88344.537811695,88344.537947047,88344.538952548,88346.729538005,88346.729935819,88346.729941476
49,88346.730547836,88346.73246176,88346.733702487,88346.733705839,88346.733851178,88346.734859543,88348.976963667,88348.977359665,88348.9773663
50,88348.977964838,88348.97977868,88348.981027857,88348.981031139,88348.981163837,88348.982116958,88351.202293228,88351.202671487,88351.202678262
51,88351.203258152,88351.205198057,88351.20642712,88351.206430402,88351.206555906,88351.207469637,88353.396732094,88353.397112658,88353.397118874
52,88353.397716015,88353.399571063,88353.400791396,88353.400796145,88353.400933801,88353.401962281,88355.567789086,88355.568221681,88355.568232716
53,88355.568803946,88355.571117361,88355.572618455,88355.572622296,88355.572783489,88355.573862393,88357.750864674,88357.751224775,88357.751230571
54,88357.751796074,88357.753734024,88357.755008064,88357.755011416,88357.755136851,88357.756311996,88359.86846463,88359.868834159,88359.868841213
55,88359.869428856,88359.871325459,88359.872605925,88359.872609277,88359.872743023,88359.873810473,88362.02823894,88362.02865205,88362.028658336
56,88362.029243534,88362.031048716,88362.032350064,88362.032353835,88362.032536539,88362.033534289,88364.191469754,88364.191860375,88364.191866451
57,88364.192423294,88364.194108139,88364.195374078,88364.19537743,88364.195531988,88364.196504455,88366.399804753,88366.400130841,88366.400137616
58,88366.400693201,88366.402684579,88366.403941718,88366.40394507,88366.404090689,88366.405359352,88368.594693256,88368.59506963,88368.595076334
