,"Starting ""Step""",Created knownStepMatrix,Created unknownStepMatrix,"Started ""Compute""",Reshaped Wave Function,Matrix Multiplication,Solved For Independant Terms and Reshaped,"Appended Wave Function and Finished ""Compute""","Computed and Finished ""Step"""
17,88411.017557712,88411.019969743,88411.021592849,88411.021595712,88411.021711089,88411.022623982,88413.270299535,88413.270687223,88413.270694836
18,88413.271286459,88413.273382109,88413.275101875,88413.275105228,88413.275230383,88413.276170862,88415.496751582,88415.497145904,88415.497153098
19,88415.497722442,88415.500363202,88415.502252612,88415.50225778,88415.502432592,88415.503610322,88417.735448999,88417.735853099,88417.735859734
20,88417.736619046,88417.738569776,88417.74029471,88417.740297993,88417.740418259,88417.741329196,88420.039006609,88420.039535794,88420.039550251
21,88420.040138034,88420.042805473,88420.044525518,88420.044529289,88420.044646622,88420.04557013,88422.437070888,88422.43746549,88422.437471985
22,88422.438016117,88422.439759908,88422.441688569,88422.441692759,88422.441847178,88422.442737861,88424.627995842,88424.628385066,88424.628390304
23,88424.628940721,88424.630885585,88424.633141241,88424.633144943,88424.633321571,88424.634708684,88426.83117315,88426.831541142,88426.831547777
24,88426.832218531,88426.834081052,88426.835872894,88426.835876316,88426.836016207,88426.836862122,88429.05464899,88429.054995052,88429.055001757
25,88429.055594498,88429.057660746,88429.060375677,88429.060380565,88429.060520317,88429.061900935,88431.337910093,88431.338262162,88431.338277876
26,88431.338829062,88431.340658199,88431.342461984,88431.342466174,88431.342593843,88431.343631193,88433.610692805,88433.611066734,88433.611073369
27,88433.611774014,88433.613516408,88433.615735328,88433.61573903,88433.615878852,88433.616805433,88435.873896956,88435.874345196,88435.874351412
28,88435.874916146,88435.876753385,88435.878577214,88435.878580567,88435.878710192,88435.879629928,88438.174647305,88438.17500126,88438.175007545
29,88438.175584572,88438.177510578,88438.179783974,88438.179787676,88438.179898165,88438.180754765,88440.434169157,88440.434549302,88440.434555588
30,88440.435087148,88440.437214506,88440.439294093,88440.439297795,88440.439447185,88440.440491169,88442.724859602,88442.725234089,88442.725240724
31,88442.725846595,88442.727678177,88442.729973573,88442.729976855,88442.730110042,88442.731031455,88444.991558529,88444.991901519,88444.991907246
32,88444.992402489,88444.994290292,88444.995954325,88444.995958026,88444.996063975,88444.996995445,88447.645765686,88447.646203031,88447.646217907
33,88447.647056488,88447.649101993,88447.651400602,88447.651404373,88447.651539236,88447.652382637,88449.884706779,88449.885099914,88449.88510599
34,88449.885669957,88449.887737601,88449.889789601,88449.88979435,88449.889972933,88449.891008676,88452.324113117,88452.32449843,88452.324504157
35,88452.325086072,88452.327413316,88452.329897632,88452.329901892,88452.330018806,88452.330964174,88455.83506717,88455.835467988,88455.835474553
36,88455.836037611,88455.838096385,88455.840327667,88455.840331089,88455.84048893,88455.842286569,88459.408283119,88459.408734712,88459.408742254
37,88459.409422995,88459.411346068,88459.413558772,88459.413562614,88459.413714727,88459.414950146,88461.718428067,88461.718785164,88461.718791799
38,88461.719396762,88461.722012798,88461.723884678,88461.723888519,88461.724022893,88461.725108712,88464.287481877,88464.287852244,88464.287859437
39,88464.28842082,88464.290142192,88464.292244198,88464.29224755,88464.292382902,88464.293232938,88466.843701207,88466.844214608,88466.844221313
40,88466.844990053,88466.847802692,88466.849080574,88466.849085323,88466.849192738,88466.85018483,88469.299902361,88469.300353185,88469.30035982
41,88469.300928256,88469.303820444,88469.305622063,88469.305624927,88469.305800926,88469.307467962,88471.522461747,88471.522933104,88471.52293939
42,88471.523498607,88471.525296455,88471.526486128,88471.52648948,88471.526620921,88471.527496728,88473.703459215,88473.703835239,88473.703841385
43,88473.704376926,88473.706254673,88473.707457405,88473.707461177,88473.707573132,88473.708514799,88475.994597899,88475.9950108,88475.995017574
44,88475.996302719,88475.998319379,88475.99987886,88475.999881305,88476.00007211,88476.002780337,88478.177469342,88478.177889715,88478.177896839
45,88478.178444253,88478.180258374,88478.181455869,88478.181459152,88478.181592129,88478.182637719,88480.348388188,88480.348798854,88480.348807304
46,88480.349311696,88480.351024827,88480.352397064,88480.352401394,88480.352576067,88480.35361621,88482.523397764,88482.523765966,88482.523771274
47,88482.52430451,88482.526032937,88482.527227847,88482.527232107,88482.527382405,88482.528324771,88484.685661977,88484.686213442,88484.686220217
48,88484.686953199,88484.688830945,88484.690058681,88484.690063011,88484.690196128,88484.691058455,88486.848997203,88486.849617671,88486.849624795
49,88486.850337663,88486.852209403,88486.85340117,88486.853404523,88486.853536173,88486.85446436,88489.048354835,88489.048755234,88489.04876096
50,88489.049339663,88489.051108877,88489.052316848,88489.052320689,88489.052460022,88489.053333594,88491.266406889,88491.266793669,88491.266799396
51,88491.267379845,88491.269282664,88491.27059365,88491.270597073,88491.270712939,88491.271606206,88493.443831429,88493.444169529,88493.444175326
52,88493.444682861,88493.4464849,88493.447694477,88493.44769734,88493.447829479,88493.448888828,88495.618960922,88495.619318857,88495.619324584
53,88495.619868925,88495.621720411,88495.622952547,88495.622954991,88495.623092508,88495.624059528,88497.690965988,88497.691356959,88497.691363803
54,88497.69193182,88497.694003306,88497.695255137,88497.695258489,88497.695390139,88497.69636987,88499.684437941,88499.684785679,88499.684791406
55,88499.68551901,88499.687257913,88499.688531394,88499.688535724,88499.688684137,88499.689812558,88501.934044809,88501.934425442,88501.934431588
56,88501.934976348,88501.936760228,88501.937999837,88501.93800319,88501.938141056,88501.939165135,88504.130228444,88504.130651192,88504.130657896
57,88504.131173114,88504.133052257,88504.134462837,88504.134466189,88504.134650709,88504.135736807,88506.358098962,88506.358506764,88506.358513818
58,88506.359041188,88506.360820318,88506.362029896,88506.362033597,88506.362178238,88506.363177105,88508.604492862,88508.604845979,88508.604852614
