,cascade10::Probabilities::Post,cascade10::Probabilities::3rdStair,cascade10::Probabilities::2ndStair,cascade10::Probabilities::1stStair,cascade10::Probabilities::Pre,cascade10::FrameCount,cascade10::SpaceStep,cascade10::TimeStep,cascade10::PointCount,cascade10::RegionLength::Post,cascade10::RegionLength::3rdStair,cascade10::RegionLength::2ndStair,cascade10::RegionLength::1stStair,cascade10::RegionLength::Pre,cascade11::Probabilities::Post,cascade11::Probabilities::3rdStair,cascade11::Probabilities::2ndStair,cascade11::Probabilities::1stStair,cascade11::Probabilities::Pre,cascade11::FrameCount,cascade11::SpaceStep,cascade11::TimeStep,cascade11::PointCount,cascade11::RegionLength::Post,cascade11::RegionLength::3rdStair,cascade11::RegionLength::2ndStair,cascade11::RegionLength::1stStair,cascade11::RegionLength::Pre
0,1.4419046284444725e-138,8.061104895138618e-87,2.6121529670474945e-47,1.3106851940877035e-19,1.0,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004,1.4419046284444725e-138,8.061104895138618e-87,2.6121529670474945e-47,1.3106851940877035e-19,1.0,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004
1,3.59476929600093e-136,2.1517806846181083e-86,5.085954147901217e-47,1.9381846552863636e-19,0.9999999999999997,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004,3.603571970736446e-138,2.2250003430156974e-86,5.345649848868991e-47,1.9473603979289182e-19,0.9999999999999997,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004
2,2.4663326466299567e-134,5.840160836093086e-86,9.6534561937513e-47,2.9172807729460747e-19,0.9999999999999999,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004,9.076459956765822e-138,6.253265939334799e-86,1.0940112028959023e-46,2.886812329501927e-19,0.9999999999999999,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004
3,8.0918829918212e-133,1.662186779088276e-85,1.8068095405890316e-46,4.399572506764105e-19,1.0000000000000002,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004,2.3041069636261187e-137,1.7916118204279874e-85,2.2393681736344e-46,4.271630344783797e-19,1.0000000000000002,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004
4,1.6919883038985118e-131,5.646973698258138e-85,3.3872016151959486e-46,6.603445516203893e-19,1.0,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004,5.82894143312594e-137,5.236736402718609e-85,4.583340614134045e-46,6.30893967526626e-19,1.0,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004
5,2.4973781379077842e-130,1.922574763887632e-84,6.407975780282292e-46,9.847928668963901e-19,1.0,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004,1.278868752962469e-136,1.5625890921180573e-84,9.376952660120596e-46,9.300128948459854e-19,1.0,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004
6,2.7450685853788703e-129,5.899765153854331e-84,1.2224315463764573e-45,1.4599986275001173e-18,0.9999999999999996,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004,1.0065827204023866e-135,4.762286372172283e-84,1.9170730525856815e-45,1.368280874430214e-18,0.9999999999999996,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004
7,2.6181712635579364e-128,3.975023364857859e-83,2.3425566495969076e-45,2.1541315448161067e-18,1.0000000000000004,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004,2.3033174011406587e-134,1.4827805096886972e-83,3.915653359994263e-45,2.009150481663442e-18,1.0000000000000004,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004
8,3.237869902937781e-127,2.638358668203834e-82,4.495696157214976e-45,3.1660982353805587e-18,1.0,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004,4.716037372003293e-133,4.7154343148275036e-83,7.988158199720035e-45,2.944358646397308e-18,1.0,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004
9,4.392205300355724e-126,1.3235893826621533e-81,8.634916434882261e-45,4.638702623651345e-18,1.0000000000000002,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004,8.724229898636516e-132,1.530253754448971e-82,1.6272731288487115e-44,4.306276567669748e-18,1.0000000000000002,650,0.05,0.0006250000000000001,400,0.3,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.30000000000000004
