,"Starting ""Step""",Created knownStepMatrix,Created unknownStepMatrix,"Started ""Compute""",Reshaped Wave Function,Matrix Multiplication,Solved For Independant Terms and Reshaped,"Appended Wave Function and Finished ""Compute""","Computed and Finished ""Step"""
0,6986.837505735,6986.837874706,6986.838212597,6986.83821553,6986.838247448,6986.839557736,7000.038893051,7000.039213901,7000.039232479
1,7000.040329891,7000.041838668,7000.043387673,7000.043391095,7000.043490828,7000.046048827,7013.642757248,7013.643060778,7013.643078936
2,7013.644147784,7013.646126102,7013.647091515,7013.647095915,7013.647204518,7013.649792269,7027.230583702,7027.230880806,7027.230900431
3,7027.232189977,7027.234019673,7027.235086216,7027.235090546,7027.235193492,7027.237706932,7040.819662196,7040.819947427,7040.81998563
4,7040.821113144,7040.823008002,7040.82397579,7040.823980609,7040.824091656,7040.826728087,7054.391745286,7054.39205573,7054.39207298
5,7054.39325972,7054.394755087,7054.396265959,7054.396270638,7054.39637945,7054.399006033,7067.917659171,7067.917942936,7067.917980231
6,7067.919054177,7067.920589214,7067.92207606,7067.922081298,7067.922189761,7067.924693703,7081.516672487,7081.51698789,7081.517007305
7,7081.518140058,7081.520163353,7081.521161033,7081.521165922,7081.521267122,7081.524100643,7095.177747343,7095.178069799,7095.178089494
8,7095.179262964,7095.181318736,7095.182275209,7095.182280517,7095.182378574,7095.184888871,7108.71141191,7108.711695255,7108.711713484
9,7108.7128271,7108.714478003,7108.71543273,7108.715437409,7108.715534,7108.718094164,7122.327916781,7122.328223593,7122.328242101
10,7122.329377438,7122.331436841,7122.332416152,7122.332420832,7122.332519517,7122.3349965,7135.887742974,7135.888049087,7135.888068573
11,7135.889191687,7135.891119231,7135.892070466,7135.892074726,7135.892177672,7135.894688319,7149.498863448,7149.499173962,7149.49919226
12,7149.500330739,7149.501975566,7149.502912763,7149.502918002,7149.503037779,7149.505453302,7162.900410509,7162.900698674,7162.900716343
13,7162.901909299,7162.903760855,7162.904729411,7162.90473423,7162.904832008,7162.907471232,7176.429449363,7176.429737737,7176.429756734
14,7176.430842274,7176.432971937,7176.433951598,7176.43398121,7176.434086112,7176.436561419,7190.015432222,7190.015717593,7190.015735751
15,7190.016837005,7190.018659019,7190.019665778,7190.019670178,7190.019766559,7190.022281536,7203.480006375,7203.480303479,7203.480321987
16,7203.481594561,7203.483338772,7203.484329188,7203.484334007,7203.484431156,7203.486865117,7216.962814983,7216.963138417,7216.963157624
17,7216.964691194,7216.966681874,7216.967666353,7216.967670614,7216.967769788,7216.970592415,7230.48342863,7230.48371442,7230.48373195
18,7230.484941178,7230.486380393,7230.487851595,7230.487856274,7230.487977868,7230.490442838,7244.071922415,7244.072222592,7244.072250738
19,7244.07341436,7244.075205364,7244.076140676,7244.076145495,7244.076244739,7244.078835703,7257.671127584,7257.671423711,7257.671443406
20,7257.672676799,7257.674572705,7257.675584352,7257.675588613,7257.675792898,7257.678319678,7271.126989973,7271.127275273,7271.127293642
21,7271.128456495,7271.130436071,7271.131482918,7271.131487667,7271.13161387,7271.134216917,7284.724506385,7284.724811241,7284.724828702
22,7284.725909702,7284.727841017,7284.728815369,7284.728820119,7284.728915522,7284.731595672,7298.299842463,7298.300232036,7298.300251103
23,7298.30135948,7298.30309992,7298.304046825,7298.304051574,7298.304154031,7298.306707211,7311.911816744,7311.912132356,7311.912150584
24,7311.91325561,7311.915173026,7311.916126636,7311.916131874,7311.916231887,7311.918838146,7325.449134907,7325.449428728,7325.449446328
25,7325.450628249,7325.452426446,7325.453474202,7325.453478532,7325.453577567,7325.456104347,7339.073653272,7339.07394423,7339.073983411
26,7339.075140328,7339.076886564,7339.077850022,7339.077854841,7339.077952199,7339.080710433,7352.62033803,7352.620621864,7352.620640093
27,7352.62181461,7352.623692566,7352.624657979,7352.62466224,7352.624863661,7352.627555196,7366.196899259,7366.197207468,7366.197226884
28,7366.198378773,7366.200233612,7366.201214739,7366.201219069,7366.201327672,7366.203830636,7379.73017991,7379.730458716,7379.730490214
29,7379.731612211,7379.733451336,7379.734438819,7379.734443149,7379.734541694,7379.737285191,7393.232904397,7393.233226853,7393.233244453
30,7393.234346684,7393.236079441,7393.237103032,7393.237106873,7393.23723154,7393.240074979,7406.785109322,7406.785393017,7406.785411106
31,7406.786482607,7406.788485789,7406.789538992,7406.789543182,7406.789637887,7406.792283327,7420.370116781,7420.370413745,7420.370432323
32,7420.371621507,7420.373427946,7420.374494349,7420.374547149,7420.374700171,7420.377374246,7433.920303091,7433.920593909,7433.920611928
33,7433.921865505,7433.923692687,7433.924652862,7433.924657122,7433.924845553,7433.927344187,7447.375590896,7447.375875638,7447.375893308
34,7447.377130333,7447.378939566,7447.37994416,7447.37994842,7447.380144953,7447.382631993,7460.953315887,7460.953599232,7460.953617251
35,7460.954742391,7460.956098565,7460.957627037,7460.957631437,7460.957727328,7460.960263397,7474.43262001,7474.432949241,7474.432990238
36,7474.434181517,7474.435988165,7474.436899871,7474.436903642,7474.43702335,7474.43961131,7488.006447381,7488.006733101,7488.006750701
37,7488.007828697,7488.009788577,7488.010882638,7488.010886898,7488.011009469,7488.013594566,7501.568247701,7501.568541732,7501.568558982
38,7501.569736642,7501.571589037,7501.572593491,7501.57259831,7501.572695948,7501.575452296,7515.11882526,7515.119219094,7515.11923823
39,7515.120412538,7515.122237625,7515.123213095,7515.123217425,7515.12331625,7515.125880884,7528.765110432,7528.765396361,7528.765413961
40,7528.766527088,7528.767892411,7528.769397905,7528.769403143,7528.769499314,7528.772031053,7542.311523997,7542.311830808,7542.311850294
41,7542.312991707,7542.314937618,7542.315922168,7542.315926428,7542.316059056,7542.318713995,7555.922547951,7555.922835137,7555.922853086
42,7555.923975013,7555.925696456,7555.926668294,7555.926672554,7555.926780808,7555.929333988,7569.471555064,7569.471844904,7569.471863342
43,7569.472987085,7569.474781651,7569.475730791,7569.47573554,7569.475831851,7569.478493704,7583.047078105,7583.047365292,7583.04738387
44,7583.048507892,7583.050440883,7583.051434372,7583.051439121,7583.051538296,7583.054156707,7596.547277209,7596.547580458,7596.547598058
45,7596.548764195,7596.550599758,7596.55152599,7596.55153032,7596.551626142,7596.554301334,7610.137917279,7610.138222136,7610.138240155
46,7610.139356773,7610.141259174,7610.142261184,7610.142265933,7610.142365177,7610.145008452,7623.679645486,7623.679937003,7623.679973739
47,7623.681081978,7623.68291321,7623.683900414,7623.683905303,7623.684027385,7623.686721225,7637.20797238,7637.208270462,7637.208288691
48,7637.209391341,7637.210757922,7637.212223117,7637.212227378,7637.212323688,7637.214836919,7650.716721217,7650.717034594,7650.71705422
49,7650.718180337,7650.71959406,7650.72105709,7650.72106177,7650.721170652,7650.723615927,7664.178939143,7664.179237713,7664.179255872
50,7664.180375284,7664.182218739,7664.183193581,7664.1831984,7664.183296108,7664.185816602,7677.77393122,7677.774235447,7677.774253676
51,7677.775346479,7677.777180016,7677.778148084,7677.778152833,7677.778252705,7677.780758533,7691.414815861,7691.415129028,7691.415147676
52,7691.416279939,7691.41820853,7691.419178693,7691.419183372,7691.419292254,7691.421825739,7705.064080383,7705.064378674,7705.064397461
53,7705.065582943,7705.067323103,7705.068351094,7705.068355354,7705.068453272,7705.071163105,7718.632102983,7718.632389681,7718.632407001
54,7718.633521595,7718.635364212,7718.636336539,7718.636340799,7718.636440742,7718.639092537,7732.22787267,7732.228187444,7732.228207069
55,7732.229317542,7732.230734129,7732.232187731,7732.23219248,7732.232291584,7732.23479385,7745.832697881,7745.833028508,7745.833088921
56,7745.834166708,7745.836178899,7745.837154509,7745.837159188,7745.837258991,7745.83984325,7759.40664901,7759.406930888,7759.406950025
57,7759.408295024,7759.410190441,7759.411160254,7759.411164514,7759.41130238,7759.414200575,7772.833020798,7772.833312245,7772.833329985
58,7772.834457429,7772.83628084,7772.837273979,7772.83727817,7772.837377274,7772.839970892,7786.236671682,7786.236986037,7786.237005732
