,"Starting ""Step""",Created knownStepMatrix,Created unknownStepMatrix,"Started ""Compute""",Reshaped Wave Function,Matrix Multiplication,Solved For Independant Terms and Reshaped,"Appended Wave Function and Finished ""Compute""","Computed and Finished ""Step"""
27,5745.852536825,5745.854012497,5745.855539012,5745.855543273,5745.855640002,5745.858117893,5759.395073081,5759.395350489,5759.39536774
28,5759.39651006,5759.397979166,5759.399450019,5759.399454279,5759.39955038,5759.402079394,5772.93699711,5772.93728241,5772.937299731
29,5772.938403289,5772.940513396,5772.941488866,5772.941493615,5772.941591323,5772.945226689,5786.480199858,5786.480480968,5786.48049752
30,5786.481593606,5786.483065855,5786.484530072,5786.484534332,5786.484632808,5786.487187314,5799.984246298,5799.984527758,5799.984543891
31,5799.985773582,5799.98763324,5799.988559471,5799.988563802,5799.988659204,5799.991406821,5813.519901675,5813.520201084,5813.520218195
32,5813.521306108,5813.523331149,5813.524316187,5813.524344333,5813.524447908,5813.529133263,5827.021458632,5827.021750428,5827.021768516
33,5827.022858386,5827.024716786,5827.025704618,5827.025709297,5827.025804281,5827.028400272,5840.551613957,5840.551894997,5840.551911619
34,5840.552986752,5840.555032536,5840.556002488,5840.556006818,5840.556117586,5840.558781184,5854.032600563,5854.032877203,5854.032894105
35,5854.033986838,5854.035972837,5854.036906333,5854.036910104,5854.037035958,5854.040826301,5867.586026922,5867.586310267,5867.586327098
36,5867.587656313,5867.589179616,5867.590618481,5867.59062316,5867.590718493,5867.59324192,5881.193969029,5881.194264876,5881.194281708
37,5881.195413901,5881.197354015,5881.19833165,5881.19833598,5881.198431872,5881.200902987,5894.756579904,5894.756869465,5894.756885388
38,5894.757938452,5894.759425228,5894.760886302,5894.760890632,5894.761011946,5894.764723369,5908.355521038,5908.355805361,5908.355822612
39,5908.356898513,5908.358392832,5908.359874719,5908.359878071,5908.359992471,5908.362508774,5921.883660933,5921.883944139,5921.883978919
40,5921.885133601,5921.887173587,5921.888138092,5921.888142771,5921.888240479,5921.890901142,5935.415854986,5935.416165429,5935.416183029
41,5935.417252714,5935.418786702,5935.420296944,5935.420301274,5935.420398074,5935.423985667,5949.000270076,5949.000598957,5949.000616627
42,5949.001744559,5949.003304249,5949.004984694,5949.004989513,5949.005215379,5949.007783922,5962.678354613,5962.678638797,5962.678654441
43,5962.679776716,5962.681722627,5962.682758229,5962.682763048,5962.682859429,5962.685614238,5976.246933113,5976.247255639,5976.247273658
44,5976.248368276,5976.249933064,5976.251458601,5976.251462862,5976.251561966,5976.255182524,5989.806436261,5989.806725123,5989.806741815
45,5989.807763031,5989.809631417,5989.810624906,5989.810629306,5989.810725128,5989.813365468,6003.365514356,6003.365798888,6003.36581572
46,6003.366848739,6003.368642745,6003.369603478,6003.369608157,6003.369705446,6003.372304719,6016.990171352,6016.990454278,6016.990472018
47,6016.991611335,6016.993532591,6016.994504708,6016.994509877,6016.994608213,6016.999341269,6030.521808353,6030.522241088,6030.522259246
48,6030.523388227,6030.525222461,6030.526184032,6030.526188293,6030.526306533,6030.528904759,6044.084170443,6044.084445128,6044.084462378
49,6044.085585492,6044.087551586,6044.088535646,6044.088539418,6044.088634751,6044.091343325,6057.655178362,6057.655463453,6057.655480215
50,6057.656496053,6057.658353055,6057.6593265,6057.65933069,6057.659429096,6057.663339844,6071.189862456,6071.190159769,6071.190177788
51,6071.191236229,6071.193088902,6071.194037413,6071.194041743,6071.194156841,6071.196783352,6084.762687359,6084.763028742,6084.763048647
52,6084.764205843,6084.765927773,6084.767085667,6084.767089998,6084.767190708,6084.769745842,6098.307345799,6098.307651144,6098.307668185
53,6098.308691845,6098.310610098,6098.311621815,6098.311626075,6098.311722875,6098.315567204,6111.877753574,6111.878080849,6111.878098589
54,6111.879142502,6111.88108087,6111.882057178,6111.882065908,6111.882202796,6111.884811777,6125.414424994,6125.414704778,6125.41472119
55,6125.416160264,6125.417838893,6125.418830077,6125.418834896,6125.4189868,6125.421497375,6138.920821032,6138.921127215,6138.921145373
56,6138.92214836,6138.923576749,6138.925002483,6138.925006324,6138.925122191,6138.929003955,6152.506413083,6152.506694053,6152.506710675
57,6152.50770563,6152.509536722,6152.510487608,6152.51049096,6152.510587899,6152.513287185,6166.064220351,6166.064506629,6166.064524159
58,6166.065538321,6166.067371228,6166.068355638,6166.068360457,6166.068458793,6166.071103463,6179.66041783,6179.660721988,6179.660739588
