,"Starting ""Step""",Created knownStepMatrix,Created unknownStepMatrix,"Started ""Compute""",Reshaped Wave Function,Matrix Multiplication,Solved For Independant Terms and Reshaped,"Appended Wave Function and Finished ""Compute""","Computed and Finished ""Step"""
0,5379.488078902,5379.490516354,5379.491027311,5379.491030594,5379.491359196,5379.652666431,5393.625255929,5393.626984076,5393.627006006
1,5393.628105374,5393.629578391,5393.631164132,5393.631168532,5393.631267148,5393.633734911,5406.990272331,5406.990559517,5406.990576209
2,5406.992028134,5406.993259711,5406.994243911,5406.994248171,5406.994388691,5406.998463637,5420.53722219,5420.537502183,5420.537517967
3,5420.538693182,5420.540511354,5420.54143556,5420.541439471,5420.541532919,5420.544209716,5434.054759335,5434.055072363,5434.055090451
4,5434.056179902,5434.057714868,5434.059198641,5434.05920332,5434.059299142,5434.061796937,5447.566103885,5447.56638276,5447.566399452
5,5447.567546102,5447.569472038,5447.570651444,5447.570657101,5447.570873399,5447.574358746,5461.130440182,5461.130722759,5461.13073973
6,5461.131800545,5461.133752742,5461.134762434,5461.134766625,5461.134861538,5461.137474082,5474.679157299,5474.679437641,5474.67945566
7,5474.680531352,5474.682495282,5474.683452593,5474.683456853,5474.683552256,5474.686225422,5488.206995438,5488.20729338,5488.207310561
8,5488.20845763,5488.210373859,5488.21134863,5488.211353938,5488.211456604,5488.215221036,5501.809689551,5501.809991962,5501.810010191
9,5501.811110327,5501.813062663,5501.814010406,5501.814014108,5501.814141638,5501.816629096,5515.379664883,5515.379950114,5515.379985873
10,5515.380993679,5515.383043932,5515.383982247,5515.383986507,5515.384102303,5515.38664312,5528.939254364,5528.939543506,5528.939559709
11,5528.940672417,5528.942671826,5528.943643734,5528.943647505,5528.943744095,5528.947487854,5542.514265794,5542.514550676,5542.514567717
12,5542.515593682,5542.51693882,5542.518433349,5542.518438237,5542.518533151,5542.520973397,5556.016259397,5556.016540298,5556.01655699
13,5556.017696027,5556.019574123,5556.020530945,5556.020535694,5556.020652957,5556.023221152,5569.581407457,5569.581699392,5569.581716643
14,5569.582898633,5569.584830715,5569.585788096,5569.585792775,5569.585916673,5569.589579906,5583.14322808,5583.14352225,5583.14353985
15,5583.144737065,5583.146229987,5583.147830604,5583.147835353,5583.147935854,5583.150401592,5596.690560459,5596.690857772,5596.690874045
16,5596.692028308,5596.693845711,5596.694832425,5596.694836756,5596.694981676,5596.697740397,5610.245450546,5610.245737523,5610.245754145
17,5610.246911062,5610.248363336,5610.24976756,5610.249772379,5610.249869947,5610.253604557,5623.827122925,5623.827411578,5623.827427432
18,5623.828525752,5623.830109747,5623.831575012,5623.831579831,5623.831677189,5623.8342736,5637.419194356,5637.419483009,5637.419499281
19,5637.42062477,5637.422109032,5637.423584004,5637.423588684,5637.42368695,5637.426290205,5650.96439798,5650.964685585,5650.964702766
20,5650.965800318,5650.967259158,5650.968802295,5650.968807114,5650.968903914,5650.972586911,5664.54816573,5664.54846004,5664.548477291
21,5664.549567579,5664.551034939,5664.552486585,5664.552491265,5664.552587925,5664.555166246,5678.086249479,5678.086528774,5678.086545605
22,5678.087674865,5678.089648573,5678.09068683,5678.09069123,5678.090906829,5678.093406929,5691.658982276,5691.659296141,5691.659312693
23,5691.660421141,5691.662279331,5691.663253753,5691.663257664,5691.663383588,5691.667087677,5705.217600338,5705.217882007,5705.217899746
24,5705.219084599,5705.22106578,5705.222055009,5705.222068907,5705.222178907,5705.224929805,5718.770218287,5718.770526286,5718.770543816
25,5718.771650517,5718.773724726,5718.774743986,5718.774748316,5718.774846862,5718.77751877,5732.250637225,5732.250913376,5732.250934747
26,5732.252096902,5732.254012293,5732.254974353,5732.254979591,5732.255092664,5732.258715039,5745.851148176,5745.851431312,5745.851448423
