,"Starting ""Step""",Created knownStepMatrix,Created unknownStepMatrix,"Started ""Compute""",Reshaped Wave Function,Matrix Multiplication,Solved For Independant Terms and Reshaped,"Appended Wave Function and Finished ""Compute""","Computed and Finished ""Step"""
35,9876.506172491,9876.507603464,9876.509057065,9876.509061814,9876.509170626,9876.511694471,9890.092808015,9890.093119087,9890.093136128
36,9890.094210842,9890.096125812,9890.097096882,9890.097101561,9890.09720318,9890.099754822,9903.625007982,9903.625311302,9903.625333232
37,9903.626478136,9903.628365938,9903.629317872,9903.629322202,9903.629420957,9903.632061925,9917.217888271,9917.218191241,9917.218208003
38,9917.2193513,9917.220892761,9917.222386801,9917.222391131,9917.222487302,9917.225001299,9930.736503532,9930.73682927,9930.736845613
39,9930.737946377,9930.739835996,9930.74080916,9930.740812932,9930.740908335,9930.74361216,9944.158084615,9944.158383465,9944.158401135
40,9944.159489048,9944.160926376,9944.162399743,9944.162404841,9944.162501641,9944.165011936,9957.607105467,9957.607388882,9957.607405643
41,9957.608554598,9957.610001215,9957.611460892,9957.611465711,9957.611563489,9957.614081607,9971.083866053,9971.084167766,9971.084184039
42,9971.085320422,9971.086783522,9971.088249625,9971.088254444,9971.088350265,9971.090768022,9984.638819456,9984.639135207,9984.639153436
43,9984.640299108,9984.64215213,9984.643102526,9984.643107345,9984.643311141,9984.645806142,9998.26564192,9998.265923938,9998.265940142
44,9998.267117661,9998.268830512,9998.269782515,9998.269787194,9998.269905994,9998.27246001,10011.831696902,10011.832007695,10011.832026901
45,10011.833153088,10011.835043265,10011.836082988,10011.836087248,10011.8361918,10011.838631557,10025.389984515,10025.39026793,10025.39028546
46,10025.391463608,10025.393320332,10025.394320595,10025.394324017,10025.394491426,10025.397021207,10038.971986157,10038.972297718,10038.972315318
47,10038.973508761,10038.975257161,10038.976210142,10038.976214402,10038.976316929,10038.978845942,10052.591405683,10052.591691892,10052.591709143
48,10052.592804669,10052.594695265,10052.595670316,10052.595674506,10052.595770398,10052.598362268,10066.109935553,10066.110249977,10066.110267507
49,10066.111461929,10066.113313973,10066.114328275,10066.114332186,10066.1144491,10066.117175484,10079.611998001,10079.612282812,10079.612299435
50,10079.61340879,10079.615307628,10079.616268221,10079.616272062,10079.616370399,10079.618908282,10093.146249412,10093.146534223,10093.146550845
51,10093.147643508,10093.149551076,10093.150521448,10093.150526267,10093.150623136,10093.153152778,10106.902273475,10106.90255668,10106.902573652
52,10106.903756479,10106.905208335,10106.906643568,10106.906648387,10106.90677026,10106.909263095,10120.358397914,10120.358691107,10120.358707729
53,10120.359813452,10120.36133026,10120.362786515,10120.362791334,10120.362890369,10120.365434328,10133.83588477,10133.836184946,10133.836202965
54,10133.837280962,10133.839202708,10133.840196895,10133.840201225,10133.840301517,10133.842773959,10147.328103124,10147.328388355,10147.328405117
55,10147.329552325,10147.330977152,10147.332446887,10147.332451147,10147.332549903,10147.335058802,10160.837162526,10160.837444963,10160.837460677
56,10160.838558299,10160.839970205,10160.841446155,10160.841450835,10160.841566911,10160.844082864,10174.390296437,10174.390591236,10174.39060709
57,10174.391728877,10174.393596915,10174.394558137,10174.394562816,10174.394661571,10174.397279493,10188.128520466,10188.12880004,10188.128816662
58,10188.129942709,10188.131788048,10188.13275821,10188.132762471,10188.132858362,10188.135304824,10201.69587038,10201.696176563,10201.696193045
