,"Starting ""Step""",Created knownStepMatrix,Created unknownStepMatrix,"Started ""Compute""",Reshaped Wave Function,Matrix Multiplication,Solved For Independant Terms and Reshaped,"Appended Wave Function and Finished ""Compute""","Computed and Finished ""Step"""
29,6576.702459933,6576.704407311,6576.705373631,6576.70537838,6576.705475669,6576.708116288,6590.199500976,6590.199789768,6590.199806111
30,6590.200907644,6590.202383175,6590.203829163,6590.203833074,6590.203931829,6590.206591515,6603.673035836,6603.673318203,6603.673334336
31,6603.674390332,6603.675822632,6603.677257865,6603.677262614,6603.677362137,6603.679804618,6617.196100689,6617.196392345,6617.196409456
32,6617.197462589,6617.199340055,6617.200332775,6617.200337524,6617.200435092,6617.203105813,6630.639241156,6630.639527155,6630.63954294
33,6630.640564155,6630.642050302,6630.643464652,6630.643468983,6630.643566062,6630.64614983,6644.169219223,6644.169503267,6644.1695194
34,6644.170564501,6644.172531084,6644.173505576,6644.173510884,6644.173608033,6644.176301731,6657.681375328,6657.681684864,6657.681700019
35,6657.682756993,6657.68463879,6657.685616983,6657.685621662,6657.685718672,6657.688348465,6671.157435849,6671.157718496,6671.157733581
36,6671.158901323,6671.160780466,6671.1617669,6671.161771649,6671.161868449,6671.164552928,6684.605345131,6684.605633295,6684.60564901
37,6684.606671692,6684.608143451,6684.609590976,6684.609595726,6684.609693154,6684.612372744,6698.137224829,6698.1375058,6698.137521514
38,6698.138548875,6698.140508265,6698.141506503,6698.141511741,6698.141609518,6698.144339324,6711.637090731,6711.637376032,6711.637392305
39,6711.638437825,6711.640290707,6711.641241453,6711.641245713,6711.641342862,6711.643929145,6725.128778808,6725.129088902,6725.129105594
40,6725.130146365,6725.131582506,6725.13299092,6725.132995669,6725.133114958,6725.135641596,6738.6910654,6738.691353075,6738.691369907
41,6738.692459497,6738.694231503,6738.695237004,6738.695241753,6738.695338623,6738.698189324,6752.204839652,6752.205156521,6752.205172794
42,6752.206337393,6752.20820564,6752.209167211,6752.209174963,6752.209330918,6752.211904001,6765.706299047,6765.706588677,6765.706604461
43,6765.707667511,6765.709430369,6765.710376924,6765.710381603,6765.710478752,6765.713193822,6779.175616976,6779.175899552,6779.175916454
44,6779.177036075,6779.178744107,6779.179794865,6779.179799615,6779.179897182,6779.182327161,6792.714945218,6792.715259503,6792.715275287
45,6792.716429549,6792.718191359,6792.71917919,6792.71918352,6792.719282136,6792.721790406,6806.269791157,6806.270122693,6806.270138477
46,6806.271234352,6806.272769178,6806.274434328,6806.274438588,6806.274534899,6806.276947068,6819.782514232,6819.78279646,6819.782812593
47,6819.784252924,6819.785760024,6819.787198888,6819.787203218,6819.787329142,6819.790061183,6833.218179406,6833.218463798,6833.218479513
48,6833.219580277,6833.221445591,6833.222379016,6833.222383835,6833.222480216,6833.224981293,6846.757464487,6846.757765152,6846.757781774
49,6846.758943719,6846.760523314,6846.761464701,6846.761469031,6846.761564993,6846.764024235,6860.302895368,6860.303201621,6860.303217893
50,6860.304236106,6860.305679301,6860.307126057,6860.307130318,6860.307231308,6860.309697673,6873.864002065,6873.86429016,6873.864306293
51,6873.865316613,6873.866830138,6873.868384869,6873.868389618,6873.868489351,6873.871074097,6887.323874555,6887.324178084,6887.324194078
52,6887.325274519,6887.327038214,6887.327989867,6887.327994617,6887.32812054,6887.330713109,6900.785977069,6900.786264535,6900.786281157
53,6900.787332544,6900.788718608,6900.79013666,6900.790141479,6900.790250152,6900.792749902,6914.287950843,6914.288249623,6914.288265197
54,6914.289297168,6914.290769137,6914.29222658,6914.292231329,6914.292329595,6914.294909173,6927.769729457,6927.770037246,6927.770054008
55,6927.771073827,6927.772475676,6927.773891423,6927.773896242,6927.774012039,6927.776525547,6941.291195021,6941.291489331,6941.291505604
56,6941.292653721,6941.294537612,6941.295470548,6941.295475298,6941.295570701,6941.299349169,6954.814363033,6954.814646867,6954.81466321
57,6954.815732407,6954.817521595,6954.818505586,6954.818510335,6954.818605668,6954.821320251,6968.366522004,6968.366808492,6968.366825114
58,6968.367926996,6968.369910622,6968.370878969,6968.370883299,6968.370999095,6968.373642021,6981.922062888,6981.922346233,6981.922362576
