,"Starting ""Step""",Created knownStepMatrix,Created unknownStepMatrix,"Started ""Compute""",Reshaped Wave Function,Matrix Multiplication,Solved For Independant Terms and Reshaped,"Appended Wave Function and Finished ""Compute""","Computed and Finished ""Step"""
28,10584.917487034,10584.91952269,10584.920500046,10584.920504376,10584.920601664,10584.923202335,10598.520110929,10598.520392318,10598.520409918
29,10598.521528911,10598.522947522,10598.52447739,10598.524482209,10598.52457838,10598.527110467,10611.922702287,10611.923004629,10611.923024534
30,10611.92414213,10611.926002206,10611.926950997,10611.926979701,10611.927105485,10611.929657127,10625.521897895,10625.522192205,10625.522212948
31,10625.523329008,10625.525172532,10625.526122859,10625.526127608,10625.526275671,10625.528778704,10638.995814058,10638.996144057,10638.996198743
32,10638.997338618,10638.99920065,10639.000240792,10639.00024603,10639.000393604,10639.002941824,10652.430034953,10652.430314248,10652.430332895
33,10652.431462714,10652.433446688,10652.434461338,10652.434465668,10652.43456163,10652.437172497,10666.014376352,10666.014655716,10666.014673875
34,10666.015763674,10666.017282298,10666.018841289,10666.018845619,10666.018943676,10666.021403338,10679.616063748,10679.616342554,10679.616360992
35,10679.617532296,10679.619418912,10679.620360858,10679.620365118,10679.62046101,10679.623148074,10693.226660276,10693.226936847,10693.226975539
36,10693.228113948,10693.2295716,10693.231056769,10693.231061449,10693.231169982,10693.233623218,10706.637721467,10706.638050697,10706.63807165
37,10706.639168573,10706.641232864,10706.642222302,10706.642227121,10706.642336143,10706.644996527,10720.129101309,10720.129383747,10720.129403581
38,10720.130546111,10720.131898094,10720.133404006,10720.133408755,10720.133504577,10720.135997273,10733.698853825,10733.699167341,10733.699187315
39,10733.700255813,10733.701753834,10733.703245289,10733.703250527,10733.703348374,10733.705766341,10747.336210852,10747.336493079,10747.336512914
40,10747.337656212,10747.339582218,10747.34053918,10747.34054344,10747.340641567,10747.343279881,10760.951258209,10760.951535548,10760.951554684
41,10760.95266341,10760.954257322,10760.955676143,10760.955680473,10760.955775876,10760.958335829,10774.497128374,10774.497414373,10774.497434068
42,10774.498545867,10774.49990211,10774.501420873,10774.501424784,10774.501521095,10774.50407602,10787.912715752,10787.913020678,10787.913043795
43,10787.914428463,10787.915862719,10787.917423735,10787.917428485,10787.917523748,10787.920109123,10801.7484512,10801.748739085,10801.748759199
44,10801.749845227,10801.751646916,10801.752725331,10801.752734341,10801.752863477,10801.755340808,10815.317949494,10815.318250508,10815.318269854
45,10815.319384028,10815.321355082,10815.322333275,10815.322337187,10815.322434964,10815.324987933,10828.919366745,10828.919656515,10828.919675652
46,10828.920854289,10828.922718695,10828.923665181,10828.923669511,10828.923767079,10828.926453933,10842.359046764,10842.359330808,10842.359350293
47,10842.360466842,10842.361856399,10842.363351696,10842.363356026,10842.363450311,10842.366003001,10855.843219502,10855.843511996,10855.843530993
48,10855.844668144,10855.846543865,10855.847469678,10855.847473938,10855.84756983,10855.850259617,10869.376443481,10869.376734439,10869.376753156
49,10869.377979216,10869.379828606,10869.380797301,10869.380801981,10869.380901225,10869.383572574,10882.884969856,10882.88525816,10882.885277366
50,10882.88645321,10882.888348905,10882.889444501,10882.889448831,10882.88954598,10882.892153285,10896.402146881,10896.402427642,10896.402446708
51,10896.403603834,10896.405078039,10896.406568027,10896.406572427,10896.406668738,10896.409172888,10909.899188038,10909.899481929,10909.899501065
52,10909.90061901,10909.902584128,10909.903640124,10909.903644943,10909.903741743,10909.906418749,10923.517723046,10923.518024131,10923.51806401
53,10923.519154927,10923.52124492,10923.522232612,10923.522237291,10923.522336675,10923.524941466,10937.179369178,10937.17964484,10937.179664326
54,10937.180782551,10937.182714563,10937.183771468,10937.183775868,10937.183920229,10937.186446449,10950.614298191,10950.614580628,10950.614598647
55,10950.615716104,10950.617185559,10950.61862624,10950.618631408,10950.618726811,10950.621250796,10964.145454876,10964.145736336,10964.145755332
56,10964.146874744,10964.148399095,10964.149857445,10964.149861775,10964.149986023,10964.152508541,10977.666159711,10977.666440751,10977.666460377
57,10977.667552551,10977.669022285,10977.670563956,10977.670568706,10977.670667112,10977.673194938,10991.221976496,10991.222257955,10991.222276463
58,10991.223406491,10991.225253647,10991.226217174,10991.226221504,10991.226352176,10991.228852974,11004.692437693,11004.69273759,11004.692757355
