,top_down_stair_2d_30::Probabilities::Post,top_down_stair_2d_30::Probabilities::3rdStair,top_down_stair_2d_30::Probabilities::2ndStair,top_down_stair_2d_30::Probabilities::1stStair,top_down_stair_2d_30::Probabilities::Pre,top_down_stair_2d_30::FrameCount,top_down_stair_2d_30::SpaceStep,top_down_stair_2d_30::TimeStep,top_down_stair_2d_30::PointCount,top_down_stair_2d_30::RegionLength::Post,top_down_stair_2d_30::RegionLength::3rdStair,top_down_stair_2d_30::RegionLength::2ndStair,top_down_stair_2d_30::RegionLength::1stStair,top_down_stair_2d_30::RegionLength::Pre,top_down_stair_2d_31::Probabilities::Post,top_down_stair_2d_31::Probabilities::3rdStair,top_down_stair_2d_31::Probabilities::2ndStair,top_down_stair_2d_31::Probabilities::1stStair,top_down_stair_2d_31::Probabilities::Pre,top_down_stair_2d_31::FrameCount,top_down_stair_2d_31::SpaceStep,top_down_stair_2d_31::TimeStep,top_down_stair_2d_31::PointCount,top_down_stair_2d_31::RegionLength::Post,top_down_stair_2d_31::RegionLength::3rdStair,top_down_stair_2d_31::RegionLength::2ndStair,top_down_stair_2d_31::RegionLength::1stStair,top_down_stair_2d_31::RegionLength::Pre,top_down_stair_2d_32::Probabilities::Post,top_down_stair_2d_32::Probabilities::3rdStair,top_down_stair_2d_32::Probabilities::2ndStair,top_down_stair_2d_32::Probabilities::1stStair,top_down_stair_2d_32::Probabilities::Pre,top_down_stair_2d_32::FrameCount,top_down_stair_2d_32::SpaceStep,top_down_stair_2d_32::TimeStep,top_down_stair_2d_32::PointCount,top_down_stair_2d_32::RegionLength::Post,top_down_stair_2d_32::RegionLength::3rdStair,top_down_stair_2d_32::RegionLength::2ndStair,top_down_stair_2d_32::RegionLength::1stStair,top_down_stair_2d_32::RegionLength::Pre,top_down_stair_2d_33::Probabilities::Post,top_down_stair_2d_33::Probabilities::3rdStair,top_down_stair_2d_33::Probabilities::2ndStair,top_down_stair_2d_33::Probabilities::1stStair,top_down_stair_2d_33::Probabilities::Pre,top_down_stair_2d_33::FrameCount,top_down_stair_2d_33::SpaceStep,top_down_stair_2d_33::TimeStep,top_down_stair_2d_33::PointCount,top_down_stair_2d_33::RegionLength::Post,top_down_stair_2d_33::RegionLength::3rdStair,top_down_stair_2d_33::RegionLength::2ndStair,top_down_stair_2d_33::RegionLength::1stStair,top_down_stair_2d_33::RegionLength::Pre,top_down_stair_2d_34::Probabilities::Post,top_down_stair_2d_34::Probabilities::3rdStair,top_down_stair_2d_34::Probabilities::2ndStair,top_down_stair_2d_34::Probabilities::1stStair,top_down_stair_2d_34::Probabilities::Pre,top_down_stair_2d_34::FrameCount,top_down_stair_2d_34::SpaceStep,top_down_stair_2d_34::TimeStep,top_down_stair_2d_34::PointCount,top_down_stair_2d_34::RegionLength::Post,top_down_stair_2d_34::RegionLength::3rdStair,top_down_stair_2d_34::RegionLength::2ndStair,top_down_stair_2d_34::RegionLength::1stStair,top_down_stair_2d_34::RegionLength::Pre
0,0.0003355849342055236,0.12811964888989358,0.7430895323518016,0.12811964888989355,0.00033558493420552375,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0003355849342055236,0.12811964888989358,0.7430895323518016,0.12811964888989355,0.00033558493420552375,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0003355849342055236,0.12811964888989358,0.7430895323518016,0.12811964888989355,0.00033558493420552375,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0003355849342055236,0.12811964888989358,0.7430895323518016,0.12811964888989355,0.00033558493420552375,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0003355849342055236,0.12811964888989358,0.7430895323518016,0.12811964888989355,0.00033558493420552375,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
1,0.00033995483569024027,0.12830283070095025,0.742714428926719,0.1283028307009502,0.0003399548356902401,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00033995483569024027,0.12830283070095025,0.742714428926719,0.1283028307009502,0.0003399548356902401,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00033995483569024027,0.12830283070095025,0.742714428926719,0.1283028307009502,0.0003399548356902401,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00033995483569024027,0.12830283070095025,0.742714428926719,0.1283028307009502,0.0003399548356902401,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00033995483569024027,0.12830283070095025,0.742714428926719,0.1283028307009502,0.0003399548356902401,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
2,0.00035320280134030444,0.1288502904966136,0.7415930134040921,0.12885029049661362,0.00035320280134030384,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00035320280134030444,0.1288502904966136,0.7415930134040921,0.12885029049661362,0.00035320280134030384,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00035320280134030444,0.1288502904966136,0.7415930134040921,0.12885029049661362,0.00035320280134030384,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00035320280134030444,0.1288502904966136,0.7415930134040921,0.12885029049661362,0.00035320280134030384,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00035320280134030444,0.1288502904966136,0.7415930134040921,0.12885029049661362,0.00035320280134030384,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
3,0.00037574478716585595,0.12975585085658659,0.7397368087124951,0.12975585085658659,0.0003757447871658553,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00037574478716585595,0.12975585085658659,0.7397368087124951,0.12975585085658659,0.0003757447871658553,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00037574478716585595,0.12975585085658659,0.7397368087124951,0.12975585085658659,0.0003757447871658553,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00037574478716585595,0.12975585085658659,0.7397368087124951,0.12975585085658659,0.00037574478716585535,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00037574478716585595,0.12975585085658659,0.7397368087124951,0.12975585085658659,0.0003757447871658553,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
4,0.0004082777408919129,0.13100947621815998,0.7371644920818962,0.13100947621816,0.00040827774089191257,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004082777408919129,0.13100947621815998,0.7371644920818962,0.13100947621816,0.00040827774089191257,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.000408277740891913,0.13100947621815998,0.7371644920818963,0.13100947621816,0.0004082777408919128,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.000408277740891913,0.13100947621815998,0.7371644920818962,0.13100947621816,0.0004082777408919128,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004082777408919129,0.13100947621815998,0.7371644920818962,0.13100947621816,0.00040827774089191257,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
5,0.00045178407730735176,0.13259763085879883,0.7339011701277875,0.13259763085879886,0.00045178407730735203,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00045178407730735176,0.13259763085879883,0.7339011701277875,0.13259763085879886,0.00045178407730735203,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00045178407730735214,0.13259763085879883,0.7339011701277875,0.1325976308587989,0.00045178407730735225,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004517840773073522,0.13259763085879886,0.7339011701277877,0.1325976308587989,0.0004517840773073524,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00045178407730735176,0.13259763085879883,0.7339011701277875,0.13259763085879886,0.00045178407730735203,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
6,0.0005075362678894732,0.13450372190402882,0.7299774836561632,0.13450372190402882,0.0005075362678894736,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0005075362678894732,0.13450372190402882,0.7299774836561632,0.13450372190402882,0.0005075362678894736,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0005075362678894747,0.1345037219040287,0.7299774836561633,0.13450372190402896,0.0005075362678894747,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0005075362678894751,0.13450372190402884,0.7299774836561634,0.13450372190402884,0.0005075362678894754,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0005075362678894732,0.13450372190402882,0.7299774836561632,0.13450372190402882,0.0005075362678894736,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
7,0.0005771006463188226,0.13670858798422109,0.7254286227389201,0.1367085879842211,0.0005771006463188233,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0005771006463188226,0.13670858798422109,0.7254286227389201,0.1367085879842211,0.0005771006463188233,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0005771006463188281,0.13670858798422061,0.7254286227389202,0.13670858798422153,0.0005771006463188272,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0005771006463188297,0.13670858798422106,0.7254286227389202,0.13670858798422109,0.0005771006463188304,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0005771006463188226,0.13670858798422109,0.7254286227389201,0.1367085879842211,0.0005771006463188233,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
8,0.000662339750184786,0.13919099642093205,0.7202933276577664,0.13919099642093205,0.0006623397501847882,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.000662339750184786,0.13919099642093205,0.7202933276577664,0.13919099642093205,0.0006623397501847882,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.000662339750184806,0.13919099642093044,0.7202933276577664,0.13919099642093338,0.0006623397501848024,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0006623397501848118,0.13919099642093188,0.7202933276577667,0.13919099642093188,0.000662339750184814,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.000662339750184786,0.13919099642093205,0.7202933276577664,0.13919099642093205,0.0006623397501847882,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
9,0.0007654126970853677,0.14192812162501225,0.7146129313558047,0.14192812162501223,0.0007654126970853728,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0007654126970853677,0.14192812162501225,0.7146129313558047,0.14192812162501223,0.0007654126970853728,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0007654126970854361,0.1419281216250073,0.7146129313558054,0.14192812162501628,0.0007654126970854212,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0007654126970854556,0.1419281216250116,0.7146129313558057,0.14192812162501156,0.0007654126970854608,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0007654126970853677,0.14192812162501225,0.7146129313558047,0.14192812162501223,0.0007654126970853728,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
10,0.0008887730927569267,0.14489598676669638,0.7084304802810935,0.14489598676669638,0.0008887730927569353,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0008887730927569267,0.14489598676669638,0.7084304802810935,0.14489598676669638,0.0008887730927569353,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0008887730927571481,0.14489598676668228,0.7084304802810958,0.14489598676670792,0.0008887730927570919,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0008887730927572103,0.1448959867666945,0.7084304802810967,0.14489598676669446,0.0008887730927572189,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0008887730927569267,0.14489598676669638,0.7084304802810935,0.14489598676669638,0.0008887730927569353,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
11,0.0010351638837583614,0.14806985869988618,0.7017899548327108,0.14806985869988612,0.001035163883758372,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0010351638837583614,0.14806985869988618,0.7017899548327108,0.14806985869988612,0.001035163883758372,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0010351638837590353,0.14806985869984796,0.701789954832717,0.14806985869991698,0.0010351638837588482,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0010351638837592248,0.14806985869988074,0.70178995483272,0.14806985869988068,0.0010351638837592355,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0010351638837583614,0.14806985869988618,0.7017899548327108,0.14806985869988612,0.001035163883758372,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
12,0.0012076085228310478,0.15142459405502862,0.6947355948442805,0.1514245940550286,0.0012076085228310582,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0012076085228310478,0.15142459405502862,0.6947355948442805,0.1514245940550286,0.0012076085228310582,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0012076085228330008,0.15142459405493044,0.6947355948442968,0.1514245940551073,0.0012076085228324384,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0012076085228335499,0.15142459405501418,0.6947355948443044,0.15142459405501416,0.00120760852283356,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0012076085228310478,0.15142459405502862,0.6947355948442805,0.1514245940550286,0.0012076085228310582,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
13,0.0014093977959093254,0.15493493772808983,0.6873113289520016,0.15493493772808983,0.0014093977959093308,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0014093977959093254,0.15493493772808983,0.6873113289520016,0.15493493772808983,0.0014093977959093308,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0014093977959147308,0.15493493772784905,0.687311328952041,0.15493493772828196,0.0014093977959131559,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0014093977959162554,0.1549349377280538,0.6873113289520597,0.15493493772805378,0.0014093977959162606,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0014093977959093254,0.15493493772808983,0.6873113289520016,0.15493493772808983,0.0014093977959093308,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
14,0.0016440717736375269,0.15857577900187783,0.6795602984489693,0.1585757790018778,0.0016440717736375251,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0016440717736375269,0.15857577900187783,0.6795602984489693,0.1585757790018778,0.0016440717736375251,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0016440717736518754,0.15857577900131165,0.67956029844906,0.1585757790023287,0.0016440717736476982,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0016440717736559394,0.15857577900179254,0.6795602984491029,0.15857577900179248,0.0016440717736559377,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0016440717736375269,0.15857577900187783,0.6795602984489693,0.1585757790018778,0.0016440717736375251,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
