,tunnelSteppingTest10::Probabilities::PostRegion,tunnelSteppingTest10::Probabilities::IntraRegion,tunnelSteppingTest10::Probabilities::PreRegion,tunnelSteppingTest10::FrameCount,tunnelSteppingTest10::SpaceStep,tunnelSteppingTest10::TimeStep,tunnelSteppingTest10::PointCount,tunnelSteppingTest10::RegionLength::PostRegion,tunnelSteppingTest10::RegionLength::IntraRegion,tunnelSteppingTest10::RegionLength::PreRegion,tunnelSteppingTest11::Probabilities::PostRegion,tunnelSteppingTest11::Probabilities::IntraRegion,tunnelSteppingTest11::Probabilities::PreRegion,tunnelSteppingTest11::FrameCount,tunnelSteppingTest11::SpaceStep,tunnelSteppingTest11::TimeStep,tunnelSteppingTest11::PointCount,tunnelSteppingTest11::RegionLength::PostRegion,tunnelSteppingTest11::RegionLength::IntraRegion,tunnelSteppingTest11::RegionLength::PreRegion,tunnelSteppingTest12::Probabilities::PostRegion,tunnelSteppingTest12::Probabilities::IntraRegion,tunnelSteppingTest12::Probabilities::PreRegion,tunnelSteppingTest12::FrameCount,tunnelSteppingTest12::SpaceStep,tunnelSteppingTest12::TimeStep,tunnelSteppingTest12::PointCount,tunnelSteppingTest12::RegionLength::PostRegion,tunnelSteppingTest12::RegionLength::IntraRegion,tunnelSteppingTest12::RegionLength::PreRegion
0,7.462718286493536e-20,0.005084656757761361,0.9949153432422384,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325,7.462718286493536e-20,0.005084656757761361,0.9949153432422384,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325,7.462718286493536e-20,0.005084656757761361,0.9949153432422384,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325
1,6.814993853855884e-20,0.005128384233800931,0.9948716157661991,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325,7.722775449155086e-20,0.005128436216993993,0.9948715637830062,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325,7.724730676401437e-20,0.005258702434214764,0.9947412975657852,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325
2,5.396312620408957e-20,0.005182746569246273,0.9948172534307538,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325,8.105777380441125e-20,0.005182930807561482,0.9948170691924386,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325,8.174510538636312e-20,0.0056513269713244895,0.9943486730286754,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325
3,5.837599629933519e-20,0.005248093484508548,0.9947519065154914,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325,9.065497867183409e-20,0.005248482309793263,0.994751517690207,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325,8.84525230541463e-20,0.0061702245949121085,0.9938297754050879,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325
4,9.472340514091972e-20,0.005324663916675129,0.9946753360833248,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325,1.7374088666440736e-19,0.005325358025185555,0.9946746419748146,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325,9.788929996153854e-20,0.006755883482551674,0.9932441165174484,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325
5,1.791371164465634e-19,0.005412725103511113,0.9945872748964886,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325,5.652673637946786e-19,0.005413846037713758,0.9945861539622866,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325,1.108625104031217e-19,0.00738574272441601,0.992614257275584,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325
6,8.094869018376474e-19,0.005512575121505625,0.9944874248784944,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325,2.3864509937586404e-18,0.005514263815943895,0.9944857361840561,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325,1.2771531941189124e-19,0.00806369472086531,0.9919363052791347,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325
7,3.3778249653386455e-18,0.005624542416810518,0.9943754575831895,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325,9.740682306573e-18,0.0056269197825750805,0.9943730802174252,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325,1.4469005068415736e-19,0.008802354186324062,0.991197645813676,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325
8,1.1653550217558552e-17,0.005748983342756141,0.9942510166572438,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325,3.421154159782259e-17,0.005752124292372473,0.9942478757076277,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325,1.9197552350698482e-19,0.009650698650106372,0.9903493013498936,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325
9,3.53715130063436e-17,0.00588628083004942,0.9941137191699504,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325,1.0520392280086024e-16,0.005890247995674122,0.9941097520043258,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325,5.32714103772644e-19,0.010513257936651867,0.989486742063348,200,0.1,0.0025000000000000005,100,0.35,0.32499999999999996,0.325
