,lightspeed00::Probabilities::Post,lightspeed00::Probabilities::3rdStair,lightspeed00::Probabilities::2ndStair,lightspeed00::Probabilities::1stStair,lightspeed00::Probabilities::Pre,lightspeed00::FrameCount,lightspeed00::SpaceStep,lightspeed00::TimeStep,lightspeed00::PointCount,lightspeed00::RegionLength::Post,lightspeed00::RegionLength::3rdStair,lightspeed00::RegionLength::2ndStair,lightspeed00::RegionLength::1stStair,lightspeed00::RegionLength::Pre
53,0.0005386573853098631,0.030049003576993874,0.28117272273958366,0.34749864443218004,0.34074097186593266,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
54,0.0008059834061354433,0.038727977115929436,0.2863619357091493,0.34765125599324165,0.32645284777554395,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
55,0.0011779551977793897,0.048672578001617214,0.28902351776421437,0.33845153129675154,0.3226744177396376,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
56,0.0017191945228426453,0.06096532349918558,0.29544676289401123,0.3275818345923882,0.31428688449157255,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
57,0.0024495709164322,0.07437944403393626,0.298953882007934,0.3138076779452869,0.3104094250964107,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
58,0.0034431514682718134,0.08928330692127462,0.30233773527789204,0.30177856718777457,0.30315723914478715,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
59,0.004815533576851723,0.10631192203122038,0.30768622714615596,0.29134837370890376,0.2898379435368681,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
60,0.006527428185556538,0.1222576572265578,0.30646978394655894,0.28378192737785424,0.28096320326347246,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
61,0.008823464322095007,0.13963831034030244,0.3057853596081666,0.277520528921065,0.26823233680837105,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
62,0.011772912945884981,0.15668334393306105,0.30090763085450073,0.27356811019350236,0.257068002073051,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
63,0.015464708075684385,0.172123642488175,0.2894501111053392,0.26927468619169226,0.2536868521391092,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
64,0.0201840853306565,0.18666909711578084,0.2777392898173949,0.2631326073944561,0.2522749203417117,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
65,0.025750068006197276,0.19656711572531999,0.27066251672859376,0.25969112359356616,0.2473291759463228,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
66,0.03251537725485056,0.20437429231152285,0.26873654925015206,0.25513354870650495,0.2392402324769697,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
67,0.04044515294591397,0.2089098369515838,0.2712469376443864,0.24889250995771564,0.23050556250040005,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
68,0.04964098431298988,0.2103695468628182,0.276268918317866,0.24352427853774142,0.22019627196858463,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
69,0.060337844173385315,0.21019150381038063,0.28101715462876314,0.23536396064135326,0.2130895367461178,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
70,0.0719918010827888,0.2079922224424895,0.2827761700396638,0.22789028223368102,0.20934952420137687,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
71,0.08529187324382026,0.20653671647103908,0.2820783563436714,0.21877165411770305,0.20732139982376616,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
72,0.09995590478230315,0.20676186908692873,0.2763478649177719,0.21068126902279122,0.20625309219020496,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
73,0.11521317842651106,0.20764623461305823,0.26443772016167244,0.21193401204268864,0.2007688547560695,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
74,0.1314036914126484,0.20970783244795546,0.25501246989772935,0.21165746631748947,0.19221853992417734,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
75,0.14659157709136472,0.20970740628595502,0.2479610126526645,0.20991691510246777,0.185823088867548,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
76,0.16167945754888247,0.20951532413802992,0.24081913546176872,0.20992236243155327,0.17806372041976556,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
77,0.17697480821666853,0.20900987593631787,0.23844224602509032,0.2013076253831644,0.17426544443875872,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
78,0.19125969151971145,0.20751488554268013,0.23425343118752695,0.19427740272449978,0.17269458902558152,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
79,0.20525198276528,0.20415757141174293,0.23452608570681788,0.18460923204361604,0.17145512807254296,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
80,0.21730332592407178,0.19928760993798314,0.23479691038624365,0.17942076330391696,0.16919139044778453,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
81,0.22641439024106214,0.19657589758926874,0.23147522156576616,0.18120563082538876,0.16432885977851433,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
82,0.23520215990981386,0.1987098779383449,0.22697493143187272,0.17893108781917513,0.16018194290079332,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
83,0.24323944803623457,0.20064572396303845,0.22122040815157945,0.17961902912134659,0.15527539072780078,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
84,0.2528849046300471,0.2049364238176967,0.21466670853374387,0.17667405534349978,0.1508379076750126,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
85,0.26481337416774214,0.2073819662997153,0.21048847707018076,0.16856253559952822,0.1487536468628334,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
86,0.2770205857980459,0.2063725585654409,0.20682142302667442,0.16357897770149551,0.14620645490834328,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
87,0.29043972778067106,0.20378307699848155,0.20312826789088095,0.1568897717755152,0.14575915555445135,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
88,0.30333091859398054,0.19846461230548196,0.20062717364044755,0.1546628274675203,0.14291446799256974,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
89,0.31718309355982083,0.19126626514853756,0.1974953628661382,0.15504796272425347,0.13900731570125005,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
90,0.33041748453141234,0.18473708944396422,0.19541859746262824,0.15459636804831905,0.13483046051367614,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
91,0.3415852014446173,0.17985313301738867,0.19448318405507506,0.15317046753874047,0.13090801394417856,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
92,0.35041943726628166,0.17611542552180293,0.19300738835141237,0.15212509453926584,0.12833265432123725,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
93,0.35815587075639066,0.17531949917062667,0.19154558461452265,0.1481307638208645,0.12684828163759565,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
94,0.3633619488329319,0.1771252788813963,0.18822878695536716,0.14362529390487874,0.12765869142542613,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
95,0.3690193978749119,0.17879284902293074,0.18410846509789072,0.14025544623714845,0.1278238417671183,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
96,0.37516718286626816,0.18066410607955838,0.17979137338028747,0.13821399786780836,0.12616333980607758,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
97,0.38144809264595864,0.18030646604899142,0.17680823662472606,0.13853907086730707,0.12289813381301691,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
98,0.38817701367324803,0.17709588689034753,0.17479070009274422,0.13982567898525097,0.12011072035840907,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
99,0.3961374924962859,0.17238939141584517,0.17370299720439378,0.13910005802484643,0.11867006085862894,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
100,0.4047690718722986,0.16812218337322607,0.173148422532596,0.13680398824813392,0.11715633397374525,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
101,0.41342036765852186,0.1660096399056886,0.17253300386629114,0.13235762182270291,0.11567936674679563,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
102,0.4201448081123289,0.1646733746295609,0.17213037829001235,0.12837440052683055,0.11467703844126718,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
103,0.4238429423547171,0.16688345311056146,0.16940465695114923,0.12638076791099762,0.11348817967257452,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
104,0.4279042490923038,0.1684604411057066,0.16634564859092116,0.12597178056990954,0.11131788064115886,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
105,0.43056215803877795,0.17084086196786247,0.16362491300420112,0.12615214993983545,0.1088199170493228,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
106,0.43523807587686547,0.1713962803039184,0.1610280648921381,0.12536270511893777,0.1069748738081404,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
107,0.4437092526117836,0.1707076849830706,0.15738373835615876,0.12304439394087442,0.10515493010811255,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
108,0.4531229361407812,0.1659552193765522,0.15766270675068422,0.11966143702087918,0.10359770071110308,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
109,0.45822292521193236,0.15993578466993869,0.15962338597430759,0.1181269355498836,0.10409096859393771,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
110,0.4603085095673376,0.15497525158256897,0.16019680528867558,0.11874754722500426,0.1057718863364136,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
111,0.4618778309849086,0.15386536780480495,0.15885868943465062,0.11982389117598857,0.10557422059964731,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
112,0.4615411552179834,0.15608727646763942,0.15849019098965897,0.12013210433770732,0.10374927298701084,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
113,0.46293642331939877,0.15999344951439506,0.1558847264696936,0.11961276180576844,0.10157263889074403,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
114,0.4642869465006401,0.1609961626007779,0.15436890626603333,0.12018464763394392,0.1001633369986046,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
115,0.4682878297226756,0.16048316830721124,0.15155774937674563,0.11862446989755072,0.1010467826958169,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
116,0.4729336670416459,0.15804779200677188,0.15259598726961635,0.11522000728277564,0.10120254639919024,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
117,0.47753922841435836,0.15498455814085232,0.15478026798249248,0.11285979699382877,0.09983614846846807,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
118,0.48158920253487564,0.1522027434476689,0.1550455493137197,0.11325883394755866,0.09790367075617694,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
119,0.4854310692816927,0.15009390192137725,0.15458105235187133,0.11251425412937,0.09737972231568853,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
120,0.4912165624648134,0.14914189061934136,0.15072195974900093,0.11289040701124592,0.09602918015559844,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
121,0.49785018221062616,0.1479669716929258,0.14690749685090637,0.11314866978632612,0.0941266794592153,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
122,0.503346056310472,0.14818345807954575,0.1430281340816772,0.11221887622788002,0.09322347530042514,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
123,0.5044774113016629,0.1501161176437086,0.14273906731020944,0.10879613622896696,0.09387126751545219,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
124,0.5040789848119781,0.15068320910619246,0.14423274735323385,0.10695147799161014,0.09405358073698546,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
125,0.5065724623089987,0.14831462165263226,0.1450395269116143,0.10736861337423248,0.09270477575252226,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
126,0.5107566999855462,0.1459839835904334,0.14433657513821388,0.10651763716636763,0.09240510411943875,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
127,0.5170691374775046,0.14516099586976774,0.14205890491369455,0.10496664966915246,0.0907443120698806,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
128,0.5212962698575724,0.1476610782499073,0.1374465860970566,0.10497896355740398,0.08861710223805981,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
129,0.5253949080285777,0.15031782371506527,0.13325750033369496,0.1034678208216528,0.08756194710100942,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
130,0.5267390640228012,0.15138242015653433,0.13336614717970785,0.10114873148714182,0.08736363715381479,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
131,0.5294682393392446,0.15111724245191177,0.13400908563132313,0.09901913904935208,0.08638629352816841,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
132,0.5328038090230766,0.15102260575056858,0.13474789367416523,0.09729497536674113,0.0841307161854486,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
133,0.5341786931210827,0.15173750845388537,0.13327655385414336,0.09718282734539223,0.0836244172254965,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
134,0.5351647611540274,0.15456141995999637,0.12990713610489021,0.09693838423698216,0.08342829854410373,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
135,0.5378501646533347,0.15577300907635946,0.12758905954814462,0.09672213852283457,0.08206562819932686,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
136,0.5402748307626555,0.15631481416911125,0.12450445906128102,0.09645964347237221,0.08244625253458003,200,0.02,0.0001,50,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
