,Post-Barrier-Probabilities,Pre-Barrier-Probabilities,Intra-Barrier-Probabilities,Total-Probability,Time,spatialStep,temporalStep,courantNumber,pointCount,barrierStart,barrierWidth,potentialHeight,packetStartX,packetStartY,packetStandardDeviation,packetWaveNumber,backend
89,0.005039497026248056,0.9156943299723798,0.07926617300137181,0.9999999999999997,0.002225,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
90,0.005461411932226184,0.9120303008778331,0.08250828718994074,1.0,0.0022500000000000003,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
91,0.005912481927779488,0.9082822404534812,0.08580527761873938,1.0,0.002275,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
92,0.006394096927282811,0.9044518743723233,0.08915402870039414,1.0000000000000002,0.0023,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
93,0.006907663070144664,0.9005410789420754,0.09255125798777986,0.9999999999999999,0.0023250000000000002,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
94,0.007454600869281444,0.8965518762058912,0.09599352292482725,0.9999999999999999,0.00235,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
95,0.00803634332677684,0.8924864282942526,0.09947722837897058,1.0,0.002375,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
96,0.008654333919751187,0.8883470308972796,0.10299863518296913,1.0,0.0024000000000000002,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
97,0.00931002445733864,0.8841361061107265,0.10655386943193523,1.0000000000000004,0.002425,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
98,0.010004872651607443,0.8798561949120127,0.11013893243637972,0.9999999999999999,0.00245,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
99,0.010740339163408195,0.8755099492568617,0.11374971157973034,1.0000000000000002,0.002475,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
100,0.011517884354944516,0.8711001233204422,0.11738199232461313,0.9999999999999998,0.0025,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
101,0.012338964755397249,0.8666295639870236,0.12103147125757914,1.0,0.0025250000000000003,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
102,0.013205028818591622,0.8621012011381134,0.12469377004329465,0.9999999999999997,0.00255,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
103,0.014117511882230517,0.85751803783332,0.1283644502844494,1.0,0.002575,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
104,0.015077831429274229,0.8528831394159303,0.13203902915479532,0.9999999999999999,0.0026000000000000003,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
105,0.016087382107451552,0.8481996222758308,0.13571299561671774,1.0,0.002625,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
106,0.017147528819127872,0.8434706440911308,0.1393818270897413,1.0,0.00265,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
107,0.018259600681230528,0.8386993936065332,0.1430410057122363,1.0,0.0026750000000000003,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
108,0.019424886116292256,0.833889080267557,0.14668603361615046,0.9999999999999998,0.0027,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
109,0.020644626983531523,0.8290429258175837,0.15031244719888495,1.0000000000000002,0.002725,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
110,0.02192000886810691,0.8241641594496365,0.15391583168225645,0.9999999999999999,0.0027500000000000003,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
111,0.02325215756750326,0.8192560075592017,0.15749183487329516,1.0,0.002775,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
112,0.024642137696616224,0.8143216842776028,0.16103617802578107,1.0,0.0028,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
113,0.02609094386627882,0.8093643904398634,0.16454466569385784,1.0,0.0028250000000000003,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
114,0.027599489559525955,0.8043873168146384,0.16801319362583572,1.0,0.00285,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
