,top_down_stair_2d_20::Probabilities::Post,top_down_stair_2d_20::Probabilities::3rdStair,top_down_stair_2d_20::Probabilities::2ndStair,top_down_stair_2d_20::Probabilities::1stStair,top_down_stair_2d_20::Probabilities::Pre,top_down_stair_2d_20::FrameCount,top_down_stair_2d_20::SpaceStep,top_down_stair_2d_20::TimeStep,top_down_stair_2d_20::PointCount,top_down_stair_2d_20::RegionLength::Post,top_down_stair_2d_20::RegionLength::3rdStair,top_down_stair_2d_20::RegionLength::2ndStair,top_down_stair_2d_20::RegionLength::1stStair,top_down_stair_2d_20::RegionLength::Pre,top_down_stair_2d_21::Probabilities::Post,top_down_stair_2d_21::Probabilities::3rdStair,top_down_stair_2d_21::Probabilities::2ndStair,top_down_stair_2d_21::Probabilities::1stStair,top_down_stair_2d_21::Probabilities::Pre,top_down_stair_2d_21::FrameCount,top_down_stair_2d_21::SpaceStep,top_down_stair_2d_21::TimeStep,top_down_stair_2d_21::PointCount,top_down_stair_2d_21::RegionLength::Post,top_down_stair_2d_21::RegionLength::3rdStair,top_down_stair_2d_21::RegionLength::2ndStair,top_down_stair_2d_21::RegionLength::1stStair,top_down_stair_2d_21::RegionLength::Pre,top_down_stair_2d_22::Probabilities::Post,top_down_stair_2d_22::Probabilities::3rdStair,top_down_stair_2d_22::Probabilities::2ndStair,top_down_stair_2d_22::Probabilities::1stStair,top_down_stair_2d_22::Probabilities::Pre,top_down_stair_2d_22::FrameCount,top_down_stair_2d_22::SpaceStep,top_down_stair_2d_22::TimeStep,top_down_stair_2d_22::PointCount,top_down_stair_2d_22::RegionLength::Post,top_down_stair_2d_22::RegionLength::3rdStair,top_down_stair_2d_22::RegionLength::2ndStair,top_down_stair_2d_22::RegionLength::1stStair,top_down_stair_2d_22::RegionLength::Pre
0,0.0871587234583584,0.23827592414589563,0.34913070479149216,0.23827592414589563,0.08715872345835841,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0871587234583584,0.23827592414589563,0.34913070479149216,0.23827592414589563,0.08715872345835841,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0871587234583584,0.23827592414589563,0.34913070479149216,0.23827592414589563,0.08715872345835841,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
1,0.08701709102395473,0.2383591283967607,0.34924760859654125,0.2383590693577267,0.08701710262501669,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08701710614233768,0.2383590914288884,0.3492476048575479,0.2383590914288884,0.08701710614233768,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08701707821640957,0.23835911377667354,0.34924761601383375,0.23835911377667357,0.08701707821640957,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
2,0.08702364308134415,0.23835972081175372,0.34923345694130287,0.23835949316610552,0.08702368599949387,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08702370043136497,0.23835957873067198,0.3492334416759261,0.23835957873067198,0.08702370043136497,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08702359299171328,0.23835966359799787,0.34923348682057764,0.2383596635979979,0.08702359299171328,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
3,0.08703362755954172,0.23836123945372542,0.349210661724008,0.23836075809503013,0.08703371316769482,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08703374629713936,0.2383609403202324,0.3492106267652564,0.23836094032023245,0.08703374629713936,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08703351926276917,0.2383611159798603,0.349210729514741,0.23836111597986037,0.08703351926276917,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
4,0.08704826521950358,0.23836298563208003,0.349178159458518,0.23836219313228657,0.08704839655761182,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08704845614680344,0.23836249548590221,0.3491780967345886,0.23836249548590221,0.08704845614680344,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08704808183982284,0.23836277762245592,0.34917828107544246,0.23836277762245592,0.08704808183982284,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
5,0.087070862149258,0.2383630664739,0.34913311482006787,0.23836191831357398,0.08707103824320031,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08707113210438747,0.2383623597269567,0.3491330163373116,0.23836235972695677,0.08707113210438747,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08707058855938542,0.23836275817840386,0.34913330652442154,0.23836275817840388,0.08707058855938542,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
6,0.08710445037527399,0.23835971993533472,0.34907299273063014,0.23835816542521943,0.08710467153354166,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08710480777698165,0.23835876706466524,0.34907285031670615,0.23835876706466524,0.08710480777698165,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08710407022744139,0.23835929424255947,0.3490732710599982,0.2383592942425595,0.08710407022744139,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
7,0.08714903639147516,0.23835289415422103,0.34899789456323876,0.2383508679385427,0.08714930695252225,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0871494939248229,0.23835165611126963,0.34899769992781476,0.23835165611126963,0.0871494939248229,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08714853085124066,0.23835233098182682,0.34899827633386493,0.23835233098182682,0.08714853085124068,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
8,0.0872031362822448,0.23834344187170292,0.34890909000136516,0.23834086861848017,0.0872034632262067,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08720370946904353,0.2383418731241908,0.34890883481353124,0.23834187312419092,0.08720370946904353,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0872024847923027,0.23834271904297885,0.34890959232943675,0.23834271904297893,0.0872024847923027,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
9,0.08726597737805881,0.23833180956828498,0.3488072303925393,0.23832861619237672,0.08726636646874032,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08726668078075608,0.23832986607857218,0.34880690628134353,0.23832986607857226,0.08726668078075608,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08726515949533391,0.23833090511121657,0.34880787078689895,0.23833090511121666,0.08726515949533391,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
10,0.08733705993888377,0.23831825864870085,0.3486927844659288,0.23831438413279632,0.08733751281369029,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08733790423575492,0.23831590422518878,0.3486923830781126,0.2383159042251888,0.08733790423575492,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08733605669350063,0.23831715279943866,0.3486935810141213,0.23831715279943871,0.08733605669350063,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
11,0.08741644763740622,0.23830275819318505,0.34856567959324025,0.23829815275447716,0.08741696182169127,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08741743975169113,0.23829996402226813,0.34856519245208145,0.23829996402226816,0.08741743975169113,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08741524117254398,0.23830143326708092,0.3485666511207503,0.238301433267081,0.08741524117254398,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
12,0.08750493252876806,0.23828484710268683,0.34842525384569567,0.2382794626531149,0.08750550386973463,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0875060782753963,0.2382815856801627,0.3484246720888821,0.23828158568016278,0.0875060782753963,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08750350448944326,0.23828328555026285,0.3484264199205881,0.23828328555026285,0.08750350448944326,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
13,0.0876029101669331,0.23826425553925357,0.3482712616850477,0.2382580368784726,0.08760353573029304,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08760421704257916,0.23826049491541587,0.3482705760840098,0.23826049491541593,0.08760421704257916,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08760124053516168,0.23826243829396454,0.3482726423417474,0.23826243829396457,0.08760124053516168,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
14,0.08771007672673044,0.23824112958464755,0.3481040244499817,0.2382340130345885,0.08771075620405182,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.08771155478578224,0.23823683235702736,0.34810322571438096,0.2382368323570274,0.08771155478578226,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.087708144224566,0.23823903604543573,0.34810563945999656,0.2382390360454357,0.087708144224566,650,0.02,0.0001,60,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
