,lightspeed20::Probabilities::Post,lightspeed20::Probabilities::3rdStair,lightspeed20::Probabilities::2ndStair,lightspeed20::Probabilities::1stStair,lightspeed20::Probabilities::Pre,lightspeed20::FrameCount,lightspeed20::SpaceStep,lightspeed20::TimeStep,lightspeed20::PointCount,lightspeed20::RegionLength::Post,lightspeed20::RegionLength::3rdStair,lightspeed20::RegionLength::2ndStair,lightspeed20::RegionLength::1stStair,lightspeed20::RegionLength::Pre,packetStartX,packetStartY,initialWaveNumber,standardDeviation
0,1.7976313911620404e-76,2.488087490607694e-45,1.6807577927518554e-22,3.6043420892762604e-07,0.9999996395657907,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
1,7.222006601607506e-46,6.501680773759632e-34,6.114679077267697e-22,3.928317096018031e-07,0.9999996071682902,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
2,5.228649190085271e-44,3.21981585337193e-32,1.6923567591379412e-20,4.925239907445284e-07,0.9999995074760093,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
3,1.8911763907452152e-42,7.973342042324114e-31,2.469110376644255e-19,6.921765547373466e-07,0.9999993078234453,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
4,4.5587970060611814e-41,1.317906819835466e-29,2.349333601844265e-18,1.0497934507491315e-06,0.9999989502065492,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
5,8.24405804976811e-40,1.6376371228416928e-28,1.6701776093120356e-17,1.6572633669265002e-06,0.999998342736633,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
6,1.1936804780338745e-38,1.633673287708377e-27,9.531975697509353e-17,2.6537649808016527e-06,0.9999973462350191,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
7,1.442376077704929e-37,1.364387331543277e-26,4.581029340406195e-16,4.243788585422864e-06,0.9999957562114141,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
8,1.4969327340297817e-36,9.822592469796585e-26,1.9175919356384702e-15,6.719836052580571e-06,0.9999932801639456,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
9,1.3628939899736492e-35,6.228879374013783e-25,7.164838130292736e-15,1.04901426526583e-05,0.9999895098573404,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
10,1.1064550933578578e-34,3.537661649893798e-24,2.4335916612559833e-14,1.6111663763468118e-05,0.9999838883362121,650,0.01,2.5e-05,100,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.85,0.5,NULL,0.03
